Rank	Gene_Alias	Ensembl_id	Entrez_id	GO_terms	Description
2049	M-MDH MDH MDH2 MGC:3559 MOR1 	ENSG00000146701 	4191 	internal protein amino acid acetylation : oxaloacetate metabolic process : NADH metabolic process : malate metabolic process : gluconeogenesis : cellular metabolic process : cellular carbohydrate metabolic process : glucose metabolic process : tricarboxylic acid cycle : mitochondrial inner membrane : mitochondrial matrix : mitochondrion : plasma membrane : nucleus : carbohydrate metabolic process : oxidation-reduction process : small molecule metabolic process : 	malate dehydrogenase 2, NAD (mitochondrial) 
2050	C2orf6 FLJ10788 FLJ11595 MATS1 MOB1 MOB1A Mob4B MOBK1B 	ENSG00000114978 	55233 	hippo signaling : cytosol : 	MOB1, Mps One Binder kinase activator-like 1B (yeast) 
2051	GSK3B 	ENSG00000082701 	2932 	superior temporal gyrus development : canonical Wnt signaling pathway involved in positive regulation of apoptotic process : negative regulation of type B pancreatic cell development : re-entry into mitotic cell cycle : hypermethylation of CpG island : positive regulation of stem cell differentiation : cellular response to interleukin-3 : positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway : positive regulation of peptidyl-threonine phosphorylation : protein localization to microtubule : positive regulation of protein complex assembly : negative regulation of dendrite morphogenesis : negative regulation of protein complex assembly : positive regulation of Rac GTPase activity : neurotrophin TRK receptor signaling pathway : extrinsic apoptotic signaling pathway in absence of ligand : ER overload response : epithelial to mesenchymal transition : negative regulation of MAP kinase activity : response to lithium ion : regulation of microtubule-based process : epidermal growth factor receptor signaling pathway : regulation of neuronal synaptic plasticity : regulation of gene expression by genetic imprinting : negative regulation of glycogen (starch) synthase activity : negative regulation of glycogen biosynthetic process : positive regulation of cell-matrix adhesion : positive regulation of peptidyl-serine phosphorylation : circadian rhythm : cell migration : fibroblast growth factor receptor signaling pathway : organ morphogenesis : negative regulation of NFAT protein import into nucleus : peptidyl-serine phosphorylation : hippocampus development : negative regulation of protein binding : positive regulation of protein catabolic process : positive regulation of protein binding : positive regulation of protein export from nucleus : negative regulation of canonical Wnt signaling pathway : glycogen metabolic process : myoblast fusion : establishment of cell polarity : phosphatidylinositol-mediated signaling : canonical Wnt signaling pathway : protein export from nucleus : fat cell differentiation : Fc-epsilon receptor signaling pathway : beta-catenin destruction complex : growth cone : dendritic shaft : dendritic spine : ribonucleoprotein complex : neuronal cell body : centrosome : membrane raft : perinuclear region of cytoplasm : cytosol : cytoplasm : plasma membrane : nucleus : establishment or maintenance of cell polarity : cellular response to mechanical stimulus : negative regulation of cardiac muscle hypertrophy : myotube differentiation : phosphorylation : axonogenesis : Wnt signaling pathway : membrane : protein complex : membrane-bounded organelle : intracellular signal transduction : protein phosphorylation : axon guidance : negative regulation of apoptotic process : response to drug : negative regulation of transcription, DNA-templated : positive regulation of apoptotic process : innate immune response : positive regulation of transcription from RNA polymerase II promoter : 	glycogen synthase kinase 3 beta 
2052	DOCK6 ZIR1 	ENSG00000130158 	57572 	perinuclear region of cytoplasm : cytosol : blood coagulation : small GTPase mediated signal transduction : 	dedicator of cytokinesis 6 
2053	MGC5378 PAP PAPOLA 	ENSG00000090060 	10914 	RNA 3'-end processing : termination of RNA polymerase II transcription : mRNA polyadenylation : RNA polyadenylation : mRNA 3'-end processing : mRNA splicing, via spliceosome : RNA splicing : nucleoplasm : cytoplasm : nucleus : transcription from RNA polymerase II promoter : gene expression : 	poly(A) polymerase alpha 
2054	erasin FLJ23318 KIAA0242 KIAA2042 UBXD2 UBXDC1 UBXN4 	ENSG00000144224 	23190 	response to unfolded protein : nuclear envelope : endoplasmic reticulum : endoplasmic reticulum membrane : cytoplasm : nucleus : 	UBX domain protein 4 
2055	FLJ22116 FLJ35534 SMC6 SMC6L1 	ENSG00000163029 	79677 	telomere maintenance via recombination : cellular senescence : double-strand break repair via homologous recombination : Smc5-Smc6 complex : chromosome, telomeric region : PML body : intracellular : 	structural maintenance of chromosomes 6 
2056	Bif-1 CGI-61 dJ612B15.2 KIAA0491 SH3GLB1 	ENSG00000097033 	51100 	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway : phosphatidic acid biosynthetic process : positive regulation of protein oligomerization : 'de novo' posttranslational protein folding : protein oligomerization : protein complex : mitochondrial outer membrane : Golgi membrane : cytoplasm : phospholipid biosynthetic process : membrane : apoptotic process : 	SH3-domain GRB2-like endophilin B1 
2057	EBP1 HG4-1 p38-2G4 PA2G4 	ENSG00000170515 	5036 	cell cycle arrest : rRNA processing : regulation of translation : ribonucleoprotein complex : nucleolus : cytoplasm : nucleus : transcription, DNA-templated : cell proliferation : negative regulation of transcription, DNA-templated : 	proliferation-associated 2G4, 38kDa 
2058	LULL1 MGC126581 MGC138430 RP11-12M5.5 TOR1AIP2 	ENSG00000169905 	163590 	nuclear membrane : endoplasmic reticulum membrane : integral component of membrane : endoplasmic reticulum : 	torsin A interacting protein 2 
2059	BCD1 COPEB CPBP DKFZp686N0199 GBF KLF6 PAC1 ST12 ZF9 	ENSG00000067082 	1316 	B cell differentiation : cytokine-mediated signaling pathway : cytoplasm : nucleus : transcription, DNA-templated : regulation of transcription, DNA-templated : positive regulation of transcription, DNA-templated : 	Kruppel-like factor 6 
2060	CKLFSF6 CMTM6 FLJ20396 PRO2219 	ENSG00000091317 	54918 	chemotaxis : extracellular space : membrane : integral component of membrane : 	CKLF-like MARVEL transmembrane domain containing 6 
2061	9G8 AAG3 SRSF7 	ENSG00000115875 	6432 	termination of RNA polymerase II transcription : negative regulation of mRNA splicing, via spliceosome : mRNA 3'-end processing : mRNA export from nucleus : mRNA splicing, via spliceosome : RNA splicing : mRNA processing : nucleoplasm : nucleus : transcription from RNA polymerase II promoter : gene expression : 	serine/arginine-rich splicing factor 7 
2062	ARH12 ARHA RHO12 RHOA RHOH12 	ENSG00000067560 	387 	cleavage furrow formation : neurotrophin TRK receptor signaling pathway : GTP catabolic process : positive regulation of cytokinesis : negative regulation of axonogenesis : positive regulation of NF-kappaB import into nucleus : positive regulation of podosome assembly : trabecula morphogenesis : regulation of dendrite development : apical junction assembly : regulation of osteoblast proliferation : negative regulation of intracellular steroid hormone receptor signaling pathway : stress-activated protein kinase signaling cascade : stress fiber assembly : ossification involved in bone maturation : regulation of axonogenesis : negative regulation of I-kappaB kinase/NF-kappaB signaling : androgen receptor signaling pathway : neuron projection morphogenesis : positive regulation of cysteine-type endopeptidase activity involved in apoptotic process : regulation of calcium ion transport : spindle assembly involved in mitosis : skeletal muscle tissue development : response to ethanol : response to glucocorticoid : positive regulation of cell growth : positive regulation of neuron apoptotic process : positive regulation of stress fiber assembly : positive regulation of translation : response to amino acid : negative regulation of neuron apoptotic process : regulation of cell migration : Rho protein signal transduction : positive regulation of cell migration : response to glucose : transforming growth factor beta receptor signaling pathway : positive regulation of actin filament polymerization : positive regulation of vasoconstriction : platelet activation : response to mechanical stimulus : positive regulation of axonogenesis : negative regulation of neuron differentiation : actin cytoskeleton organization : phosphatidylinositol-mediated signaling : response to hypoxia : cell-matrix adhesion : positive regulation of cell adhesion : positive regulation of I-kappaB kinase/NF-kappaB signaling : regulation of small GTPase mediated signal transduction : positive regulation of neuron differentiation : cleavage furrow : midbody : ruffle membrane : lamellipodium : cell cortex : apical junction complex : cytoskeleton : cell junction : intracellular : cytosol : membrane : mitochondrion : axon : plasma membrane : nucleus : blood coagulation : signal transduction : regulation of transcription from RNA polymerase II promoter : small GTPase mediated signal transduction : axon guidance : response to drug : protein transport : modulation by virus of host morphology or physiology : 	ras homolog gene family, member A 
2063	CD87 PLAUR UPAR URKR 	ENSG00000011422 	5329 	C-terminal protein lipidation : fibrinolysis : post-translational protein modification : cellular component movement : chemotaxis : attachment of GPI anchor to protein : regulation of proteolysis : endoplasmic reticulum lumen : anchored component of membrane : extrinsic component of membrane : endoplasmic reticulum membrane : extracellular region : integral component of plasma membrane : plasma membrane : integral component of membrane : nucleus : blood coagulation : signal transduction : regulation of transcription, DNA-templated : cellular protein metabolic process : 	plasminogen activator, urokinase receptor 
2064	SAP145 SF3b1 SF3B145 SF3b150 SF3B2 	ENSG00000087365 	10992 	nucleus : mRNA splicing, via spliceosome : RNA splicing : mRNA processing : catalytic step 2 spliceosome : U12-type spliceosomal complex : spliceosomal complex : nucleoplasm : gene expression : modulation by virus of host morphology or physiology : 	splicing factor 3b, subunit 2, 145kDa 
2065	ARHE memB Rho8 RhoE RND3 	ENSG00000115963 	390 	GTP catabolic process : actin cytoskeleton organization : intracellular : Golgi membrane : membrane : cell adhesion : signal transduction : small GTPase mediated signal transduction : protein transport : 	Rho family GTPase 3 
2066	MTHFC MTHFD MTHFD1 	ENSG00000100714 	4522 	folic acid-containing compound biosynthetic process : cytoplasm : histidine biosynthetic process : folic acid metabolic process : water-soluble vitamin metabolic process : vitamin metabolic process : methionine biosynthetic process : purine nucleotide biosynthetic process : tetrahydrofolate interconversion : one-carbon metabolic process : cytosol : mitochondrion : oxidation-reduction process : small molecule metabolic process : 	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase 
2067	CLASPIN CLSPN MGC131612 MGC131613 MGC131615 	ENSG00000092853 	63967 	cellular component disassembly involved in execution phase of apoptosis : mitotic DNA replication checkpoint : G2 DNA damage checkpoint : DNA damage checkpoint : peptidyl-serine phosphorylation : activation of protein kinase activity : DNA replication : nucleoplasm : apoptotic process : DNA repair : 	claspin 
2068	NMI 	ENSG00000123609 	9111 	JAK-STAT cascade : inflammatory response : cytoplasm : nucleus : transcription from RNA polymerase II promoter : 	N-myc (and STAT) interactor 
2069	DACH DACH1 FLJ10138 	ENSG00000165659 	1602 	negative regulation of cell proliferation involved in contact inhibition : negative regulation of transcription by competitive promoter binding : respiratory gaseous exchange : development of primary female sexual characteristics : negative regulation of fibroblast proliferation : negative regulation of cell migration : suckling behavior : RNA polymerase II transcriptional preinitiation complex assembly : nucleolus : cytoplasm : transcription factor complex : nucleus : negative regulation of transcription from RNA polymerase II promoter : regulation of transcription, DNA-templated : cell proliferation : 	dachshund homolog 1 (Drosophila) 
2070	OSBP OSBP1 	ENSG00000110048 	5007 	lipid transport : Golgi membrane : 	oxysterol binding protein 
2071	B52 MGC5045 SRP55 SRSF6 	ENSG00000124193 	6431 	termination of RNA polymerase II transcription : positive regulation of epithelial cell proliferation involved in lung morphogenesis : negative regulation of mRNA splicing, via spliceosome : mRNA 3'-end processing : mRNA export from nucleus : negative regulation of cell death : mRNA splice site selection : mRNA splicing, via spliceosome : regulation of alternative mRNA splicing, via spliceosome : RNA splicing : nucleoplasm : nucleus : transcription from RNA polymerase II promoter : gene expression : 	serine/arginine-rich splicing factor 6 
2072	CRADD MGC9163 RAIDD 	ENSG00000169372 	8738 	regulation of apoptotic process : intracellular : extrinsic apoptotic signaling pathway via death domain receptors : cellular response to mechanical stimulus : DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest : cytoplasm : nucleus : positive regulation of apoptotic signaling pathway : activation of cysteine-type endopeptidase activity involved in apoptotic process : signal transduction : 	CASP2 and RIPK1 domain containing adaptor with death domain 
2073	CHC1L RCBTB2 	ENSG00000136161 	1102 	acrosomal vesicle : 	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 
2074	RPL35 	ENSG00000136942 	11224 	ribosome : intracellular : viral transcription : translational termination : nuclear-transcribed mRNA catabolic process, nonsense-mediated decay : translational initiation : viral life cycle : translational elongation : SRP-dependent cotranslational protein targeting to membrane : mRNA metabolic process : RNA metabolic process : viral process : cytosolic large ribosomal subunit : nucleolus : cytosol : cytoplasm : translation : gene expression : cellular protein metabolic process : 	ribosomal protein L35 
2075	API1 BIRC2 cIAP1 Hiap-2 HIAP2 MIHB RNF48 	ENSG00000110330 	329 	positive regulation of protein monoubiquitination : positive regulation of protein K48-linked ubiquitination : positive regulation of protein K63-linked ubiquitination : regulation of cysteine-type endopeptidase activity : regulation of RIG-I signaling pathway : regulation of toll-like receptor signaling pathway : regulation of nucleotide-binding oligomerization domain containing signaling pathway : NIK/NF-kappaB signaling : regulation of necroptotic process : cellular component disassembly involved in execution phase of apoptosis : TRIF-dependent toll-like receptor signaling pathway : regulation of innate immune response : toll-like receptor 4 signaling pathway : necroptotic process : toll-like receptor 3 signaling pathway : MyD88-independent toll-like receptor signaling pathway : regulation of inflammatory response : proteasome-mediated ubiquitin-dependent protein catabolic process : toll-like receptor signaling pathway : cell surface receptor signaling pathway : regulation of cell cycle : regulation of cell differentiation : regulation of cell proliferation : protein polyubiquitination : positive regulation of I-kappaB kinase/NF-kappaB signaling : regulation of apoptotic process : placenta development : CD40 receptor complex : cytoplasmic side of plasma membrane : intracellular : cytosol : nucleus : response to ethanol : response to hypoxia : response to cAMP : response to organonitrogen compound : response to organic cyclic compound : protein heterooligomerization : membrane raft : XY body : protein complex : apoptotic process : transcription, DNA-templated : regulation of transcription, DNA-templated : negative regulation of apoptotic process : innate immune response : 	baculoviral IAP repeat containing 2 
2076	dJ3J17.2 GRY-RBP hnRNP-Q HNRPQ1 NSAP1 pp68 RP1-3J17.2 SYNCRIP 	ENSG00000135316 	10492 	CRD-mediated mRNA stabilization : negative regulation of translation : cellular response to interferon-gamma : RNA processing : mRNA splicing, via spliceosome : RNA splicing : GAIT complex : CRD-mediated mRNA stability complex : catalytic step 2 spliceosome : histone pre-mRNA 3'end processing complex : ribonucleoprotein complex : nucleoplasm : endoplasmic reticulum : cytoplasm : nucleus : modulation by virus of host morphology or physiology : 	synaptotagmin binding, cytoplasmic RNA interacting protein 
2077	cvHSP DKFZp779D0968 FLJ32733 HSPB7 	ENSG00000173641 	27129 	response to unfolded protein : regulation of heart contraction : Cajal body : mitochondrion : cytoplasm : nucleus : actin cytoskeleton : response to stress : 	heat shock 27kDa protein family, member 7 (cardiovascular) 
2078	DKFZp686K221 FLJ14495 FLJ44185 PRO3113 SYAP1 	ENSG00000169895 	94056 	nucleus : 	synapse associated protein 1 
2079	GDH2 GPD2 GPDM mGPDH 	ENSG00000115159 	2820 	glycerol-3-phosphate metabolic process : gluconeogenesis : glycerol-3-phosphate dehydrogenase complex : mitochondrial inner membrane : glycerol catabolic process : cellular lipid metabolic process : multicellular organism growth : camera-type eye development : mitochondrion : oxidation-reduction process : small molecule metabolic process : 	glycerol-3-phosphate dehydrogenase 2 (mitochondrial) 
2080	MGC74786 RPL37A 	ENSG00000197756 	6168 	viral transcription : translational termination : nuclear-transcribed mRNA catabolic process, nonsense-mediated decay : translational initiation : viral life cycle : translational elongation : SRP-dependent cotranslational protein targeting to membrane : mRNA metabolic process : RNA metabolic process : viral process : cytosolic large ribosomal subunit : ribosome : intracellular : cytosol : translation : gene expression : cellular protein metabolic process : 	ribosomal protein L37a 
2081	CTIP RBBP8 RIM 	ENSG00000101773 	5932 	blastocyst hatching : G1/S transition of mitotic cell cycle : DNA double-strand break processing involved in repair via single-strand annealing : G2 DNA damage checkpoint : cell cycle checkpoint : double-strand break repair via homologous recombination : meiotic nuclear division : mitosis : transcriptional repressor complex : nucleus : negative regulation of transcription from RNA polymerase II promoter : DNA repair : regulation of transcription from RNA polymerase II promoter : 	retinoblastoma binding protein 8 
2082	CD217 CDw217 hIL-17R IL-17RA IL17R IL17RA MGC10262 	ENSG00000177663 	23765 	positive regulation of cytokine production involved in inflammatory response : fibroblast activation : positive regulation of interleukin-23 production : cell surface receptor signaling pathway : cellular response to cytokine stimulus : extracellular region : integral component of plasma membrane : plasma membrane : 	interleukin 17 receptor A 
2083	MGC131603 MGC43611 P160ROCK PRO0435 ROCK1 	ENSG00000067900 	6093 	membrane to membrane docking : leukocyte tethering or rolling : regulation of stress fiber assembly : regulation of keratinocyte differentiation : regulation of focal adhesion assembly : cellular component disassembly involved in execution phase of apoptosis : myoblast migration : apical constriction : leukocyte cell-cell adhesion : regulation of cell motility : regulation of establishment of cell polarity : leukocyte migration : positive regulation of focal adhesion assembly : bleb assembly : smooth muscle contraction : negative regulation of neuron apoptotic process : regulation of cell adhesion : regulation of actin cytoskeleton organization : Rho protein signal transduction : actin cytoskeleton organization : negative regulation of angiogenesis : regulation of actin filament-based process : bleb : lamellipodium : ruffle : centriole : cytoskeleton : Golgi membrane : cytosol : plasma membrane : apoptotic process : signal transduction : intracellular signal transduction : protein phosphorylation : axon guidance : 	Rho-associated, coiled-coil containing protein kinase 1 
2084	NUP358 RANBP2 TRP1 TRP2 	ENSG00000153201 	5903 	hexose transport : mitotic nuclear envelope disassembly : glucose transport : regulation of glucose transport : intracellular transport : cytokine-mediated signaling pathway : protein import into nucleus : protein sumoylation : mRNA transport : viral process : protein folding : regulation of gluconeogenesis involved in cellular glucose homeostasis : negative regulation of glucokinase activity : nuclear pore nuclear basket : nuclear inclusion body : nuclear pore : nuclear membrane : cytosol : mitochondrion : mitotic cell cycle : carbohydrate metabolic process : small molecule metabolic process : transmembrane transport : 	RAN binding protein 2 
2085	CGI-119 GAAP S1R TMBIM4 ZPRO 	ENSG00000155957 	51643 	regulation of calcium-mediated signaling : Golgi stack : Golgi membrane : integral component of membrane : apoptotic process : negative regulation of apoptotic process : 	transmembrane BAX inhibitor motif containing 4 
2086	ERV29 FLJ22993 MGC102753 SURF4 	ENSG00000148248 	6836 	positive regulation of organelle organization : Golgi organization : endoplasmic reticulum-Golgi intermediate compartment membrane : endoplasmic reticulum-Golgi intermediate compartment : Golgi membrane : endoplasmic reticulum membrane : integral component of membrane : 	surfeit 4 
2087	KMT5A PR-Set7 SET07 SET8 SETD8 	ENSG00000183955 	387893 	regulation of DNA damage response, signal transduction by p53 class mediator : peptidyl-lysine monomethylation : histone lysine methylation : mitosis : chromosome : nucleus : negative regulation of transcription from RNA polymerase II promoter : transcription, DNA-templated : negative regulation of transcription, DNA-templated : 	SET domain containing (lysine methyltransferase) 8 
2088	MGC88191 RPL31 	ENSG00000071082 	6160 	viral transcription : translational termination : nuclear-transcribed mRNA catabolic process, nonsense-mediated decay : translational initiation : viral life cycle : translational elongation : SRP-dependent cotranslational protein targeting to membrane : mRNA metabolic process : RNA metabolic process : viral process : cytosolic large ribosomal subunit : ribosome : intracellular : cytosol : translation : gene expression : cellular protein metabolic process : 	ribosomal protein L31 
2089	UBE2J1 	ENSG00000198833 		protein N-linked glycosylation via asparagine : ER-associated ubiquitin-dependent protein catabolic process : endoplasmic reticulum membrane : integral component of membrane : 	Unavailable
2090	CRM1 DKFZp686B1823 XPO1 	ENSG00000082898 	7514 	intracellular transport of virus : viral life cycle : regulation of protein export from nucleus : regulation of centrosome duplication : regulation of protein catabolic process : negative regulation of transforming growth factor beta receptor signaling pathway : transforming growth factor beta receptor signaling pathway : protein localization to nucleus : mRNA transport : mRNA metabolic process : RNA metabolic process : viral process : protein export from nucleus : annulate lamellae : Cajal body : kinetochore : nuclear envelope : ribonucleoprotein complex : nucleoplasm : nucleolus : cytosol : cytoplasm : nucleus : negative regulation of transcription from RNA polymerase II promoter : mitotic cell cycle : intracellular protein transport : response to drug : gene expression : modulation by virus of host morphology or physiology : 	exportin 1 (CRM1 homolog, yeast) 
2091	ANOP2 BCOR FLJ20285 FLJ38041 KIAA1575 MAA2 MCOPS2 MGC131961 MGC71031 	ENSG00000183337 	54880 	nucleus : negative regulation of tooth mineralization : specification of axis polarity : negative regulation of histone H3-K36 methylation : histone H2A monoubiquitination : odontogenesis : negative regulation of bone mineralization : negative regulation of histone H3-K4 methylation : palate development : heart development : PcG protein complex : negative regulation of transcription from RNA polymerase II promoter : transcription, DNA-templated : negative regulation of transcription, DNA-templated : 	BCL6 corepressor 
2092	HIF-1alpha HIF1 HIF1-ALPHA HIF1A MOP1 PASD8 	ENSG00000100644 	3091 	vascular endothelial growth factor production : regulation of transforming growth factor beta2 production : positive regulation of transcription from RNA polymerase II promoter in response to hypoxia : positive regulation of chemokine-mediated signaling pathway : positive regulation of receptor biosynthetic process : positive regulation of hormone biosynthetic process : regulation of transcription from RNA polymerase II promoter in response to hypoxia : positive regulation of glycolytic process : negative regulation of mesenchymal cell apoptotic process : epithelial cell differentiation involved in mammary gland alveolus development : intestinal epithelial cell maturation : elastin metabolic process : negative regulation of growth : hemoglobin biosynthetic process : embryonic hemopoiesis : neural fold elevation formation : response to muscle activity : regulation of glycolytic process : connective tissue replacement involved in inflammatory response wound healing : mRNA transcription from RNA polymerase II promoter : epithelial to mesenchymal transition : cardiac ventricle morphogenesis : positive regulation of insulin secretion involved in cellular response to glucose stimulus : positive regulation of vascular endothelial growth factor receptor signaling pathway : positive regulation of epithelial cell migration : heart looping : axon transport of mitochondrion : retina vasculature development in camera-type eye : positive regulation of chemokine production : B-1 B cell homeostasis : positive regulation of nitric-oxide synthase activity : negative regulation of bone mineralization : collagen metabolic process : positive regulation of erythrocyte differentiation : lactation : cellular iron ion homeostasis : oxygen homeostasis : dopaminergic neuron differentiation : visual learning : negative regulation of TOR signaling : regulation of catalytic activity : cartilage development : positive regulation vascular endothelial growth factor production : cellular response to hypoxia : regulation of transcription from RNA polymerase II promoter in response to oxidative stress : negative regulation of neuron apoptotic process : muscle cell cellular homeostasis : regulation of gene expression : positive regulation of endothelial cell proliferation : embryonic placenta development : outflow tract morphogenesis : lactate metabolic process : Notch signaling pathway : positive regulation of angiogenesis : digestive tract morphogenesis : positive regulation of neuroblast proliferation : neural crest cell migration : cerebral cortex development : cellular response to interleukin-1 : response to hypoxia : angiogenesis : glucose homeostasis : motile cilium : nucleoplasm : nucleolus : cytosol : cytoplasm : transcription factor complex : nucleus : regulation of thymocyte apoptotic process : negative regulation of thymocyte apoptotic process : vasculature development : blood vessel morphogenesis : blood vessel development : regulation of cell proliferation : transcription from RNA polymerase II promoter : signal transduction : transcription, DNA-templated : regulation of transcription, DNA-templated : negative regulation of apoptotic process : positive regulation of transcription, DNA-templated : cell differentiation : positive regulation of transcription from RNA polymerase II promoter : 	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor) 
2093	DMRT3 DMRTA3 MGC142144 	ENSG00000064218 	58524 	sex differentiation : ventral spinal cord interneuron specification : male sex differentiation : regulation of odontogenesis of dentin-containing tooth : transmission of nerve impulse : adult walking behavior : nucleus : transcription, DNA-templated : regulation of transcription, DNA-templated : multicellular organismal development : cell differentiation : 	doublesex and mab-3 related transcription factor 3 
2094	C6orf28 G7b LSM2 snRNP YBL026W 	ENSG00000204392 	57819 	exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay : mRNA splicing, via spliceosome : RNA splicing : mRNA processing : nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay : mRNA metabolic process : RNA metabolic process : catalytic step 2 spliceosome : nucleoplasm : cytosol : nucleus : gene expression : 	LSM2 homolog, U6 small nuclear RNA associated (S. cerevisiae) 
2095	CFIM25 CPSF5 DKFZp686H1588 NUDT21 	ENSG00000167005 	11051 	termination of RNA polymerase II transcription : mRNA polyadenylation : mRNA 3'-end processing : protein tetramerization : mRNA splicing, via spliceosome : RNA splicing : mRNA processing : paraspeckles : mRNA cleavage factor complex : centrosome : nucleoplasm : nucleus : transcription from RNA polymerase II promoter : gene expression : 	nudix (nucleoside diphosphate linked moiety X)-type motif 21 
2096	MGC9344 TARS ThrRS 	ENSG00000113407 	6897 	tRNA aminoacylation : tRNA aminoacylation for protein translation : threonyl-tRNA aminoacylation : actin cytoskeleton : cytosol : cytoplasm : translation : gene expression : 	threonyl-tRNA synthetase 
2097	C11orf4 L49mt MGC10656 MRPL49 NOF NOF1 	ENSG00000149792 	740 	mitochondrial ribosome : ribosome : intracellular : mitochondrion : translation : 	mitochondrial ribosomal protein L49 
2098	BKLF KLF3 MGC48279 	ENSG00000109787 	51274 	cellular response to peptide : nucleus : transcription, DNA-templated : multicellular organismal development : 	Kruppel-like factor 3 (basic) 
2099	KIAA0179 Nnp1 NNP1L RRP1 RRP1B 	ENSG00000160208 	23076 	negative regulation of phosphatase activity : rRNA processing : euchromatin : preribosome, small subunit precursor : heterochromatin : nucleolus : cytosol : nucleus : 	ribosomal RNA processing 1 homolog B (S. cerevisiae) 
2100	160-KD MGC39488 POP101 SRM160 SRRM1 	ENSG00000133226 	10250 	mRNA processing : spliceosomal complex : termination of RNA polymerase II transcription : RNA splicing, via transesterification reactions : mRNA 3'-end processing : mRNA export from nucleus : mRNA splicing, via spliceosome : RNA splicing : catalytic step 2 spliceosome : nuclear speck : nuclear matrix : nucleoplasm : cytosol : nucleus : transcription from RNA polymerase II promoter : gene expression : 	serine/arginine repetitive matrix 1 
2101	RPS21 	ENSG00000171858 	6227 	endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) : ribosomal small subunit biogenesis : viral transcription : translational termination : endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) : nuclear-transcribed mRNA catabolic process, nonsense-mediated decay : translational initiation : viral life cycle : translational elongation : SRP-dependent cotranslational protein targeting to membrane : mRNA metabolic process : RNA metabolic process : viral process : small ribosomal subunit : ribosome : cytosolic small ribosomal subunit : intracellular : cytosol : cytoplasm : translation : gene expression : cellular protein metabolic process : 	ribosomal protein S21 
2102	p27 SSSCA1 	ENSG00000173465 	10534 	mitosis : 	Sjogren syndrome/scleroderma autoantigen 1 
2103	GNT-IV GNT-IVB MGAT4B 	ENSG00000161013 	11282 	membrane : N-glycan processing : protein N-linked glycosylation via asparagine : post-translational protein modification : Golgi membrane : integral component of membrane : carbohydrate metabolic process : cellular protein metabolic process : 	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B 
2104	DHRS1 FLJ25430 MGC20204 	ENSG00000157379 	115817 	mitochondrial inner membrane : endoplasmic reticulum : mitochondrion : metabolic process : 	dehydrogenase/reductase (SDR family) member 1 
2105	CAND1 DKFZp434M1414 FLJ10114 FLJ10929 FLJ38691 FLJ90441 KIAA0829 TIP120 TIP120A 	ENSG00000111530 	55832 	SCF complex assembly : positive regulation of RNA polymerase II transcriptional preinitiation complex assembly : negative regulation of catalytic activity : protein ubiquitination : ubiquitin ligase complex : cullin-RING ubiquitin ligase complex : cytoplasm : nucleus : positive regulation of transcription, DNA-templated : cell differentiation : 	cullin-associated and neddylation-dissociated 1 
2106	BETA-N FLJ46002 POL-KAPPA POLL 	ENSG00000166169 	27343 	DNA replication : somatic hypermutation of immunoglobulin genes : nucleotide-excision repair : nucleus : DNA repair : 	polymerase (DNA directed), lambda 
2107	FLJ97193 FRAT1 	ENSG00000165879 	10023 	embryonic axis specification : Wnt signaling pathway : cytoplasm : 	frequently rearranged in advanced T-cell lymphomas 
2108	MPR-S12 MRPS12 MT-RPS12 RPMS12 RPS12 RPSM12 	ENSG00000128626 	6183 	mitochondrial ribosome : small ribosomal subunit : ribosome : intracellular : mitochondrion : translation : 	mitochondrial ribosomal protein S12 
2109	BL44 GCK MAP4K2 RAB8IP 	ENSG00000168067 	5871 	vesicle targeting : positive regulation of JNK cascade : activation of JUN kinase activity : JNK cascade : response to stress : basolateral plasma membrane : Golgi membrane : cytoplasm : intracellular signal transduction : protein phosphorylation : immune response : innate immune response : 	mitogen-activated protein kinase kinase kinase kinase 2 
