Symbol	Description	Score	Synonyms	GO annotations	Links
TFRC 	transferrin receptor [Source:HGNC Symbol;Acc:11763]	66.03	ENSG00000072274;ENSP00000353224;ENSP00000376197;ENSP00000390133;ENSP00000402839;ENSP00000414015;ENSP00000437753;ENSP00000443913;7037;TFRC;NP_001121620;NP_003225;NM_001128148;NM_003234;CD71;TFR1;P02786;TFR1_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7037
CDK16 	cyclin-dependent kinase 16 [Source:HGNC Symbol;Acc:8749]	65.88	ENSG00000102225;ENSG00000270633;ENSP00000276052;ENSP00000349762;ENSP00000405798;ENSP00000428349;ENSP00000428351;ENSP00000429044;ENSP00000429259;ENSP00000429751;ENSP00000429985;ENSP00000430486;ENSP00000430824;ENSP00000430966;ENSP00000430988;ENSP00000431085;ENSP00000473717;ENSP00000473731;ENSP00000473915;ENSP00000474193;ENSP00000474196;ENSP00000474278;ENSP00000474455;ENSP00000474587;ENSP00000474718;ENSP00000474747;ENSP00000474779;ENSP00000474867;ENSP00000474975;ENSP00000475112;5127;CDK16;NP_001163931;NP_006192;NP_148978;NM_001170460;NM_006201;NM_033018;FLJ16665;PCTAIRE;PCTAIRE1;PCTGAIRE;PCTK1;CDK16_HUMAN;Q00536;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5127
IL6ST 	interleukin 6 signal transducer (gp130, oncostatin M receptor) [Source:HGNC Symbol;Acc:6021]	65.83	ENSG00000134352;ENSP00000338799;ENSP00000370686;ENSP00000370687;ENSP00000370693;ENSP00000370694;ENSP00000370698;ENSP00000426224;ENSP00000435399;ENSP00000444456;ENSP00000462158;ENSP00000463896;3572;IL6ST;NP_001177910;NP_002175;NP_786943;NM_001190981;NM_002184;NM_175767;CD130;IL6RB_HUMAN;P40189;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3572
TNIP1 	TNFAIP3 interacting protein 1 [Source:HGNC Symbol;Acc:16903]	65.71	ENSG00000145901;ENSP00000317891;ENSP00000374029;ENSP00000427854;ENSP00000428187;ENSP00000428243;ENSP00000428404;ENSP00000428487;ENSP00000429891;ENSP00000429912;ENSP00000430279;ENSP00000430739;ENSP00000430760;ENSP00000430971;ENSP00000431105;10318;TNIP1;NP_001239314;NP_001239315;NP_001239319;NP_001239320;NP_001239321;NP_001239322;NP_001245383;NP_001245384;NP_001245385;NP_006049;NM_001252385;NM_001252386;NM_001252390;NM_001252391;NM_001252392;NM_001252393;NM_001258454;NM_001258455;NM_001258456;NM_006058;ABIN-1;KIAA0113;VAN;Q15025;TNIP1_HUMAN;	protein kinase binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10318
WFS1 	Wolfram syndrome 1 (wolframin) [Source:HGNC Symbol;Acc:12762]	65.64	ENSG00000109501;ENSP00000226760;ENSP00000423337;ENSP00000424103;7466;WFS1;NP_001139325;NP_005996;NM_001145853;NM_006005;DFNA14;DFNA38;DFNA6;DIDMOAD;WFS;O76024;WFS1_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7466
GTF3C2 	general transcription factor IIIC, polypeptide 2, beta 110kDa [Source:HGNC Symbol;Acc:4665]	65.56	ENSG00000115207;ENSP00000264720;ENSP00000352536;ENSP00000389518;ENSP00000393429;ENSP00000399339;ENSP00000408174;ENSP00000409043;ENSP00000414422;2976;GTF3C2;NP_001030598;NP_001512;NM_001035521;NM_001521;KIAA0011;TFIIIC110;Q8WUA4;TF3C2_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2976
TUBB3 	tubulin, beta 3 class III [Source:HGNC Symbol;Acc:20772]	65.51	ENSG00000198211;ENSG00000258947;ENSP00000302777;ENSP00000320295;ENSP00000450538;ENSP00000450765;ENSP00000450822;ENSP00000451276;ENSP00000451378;ENSP00000451465;ENSP00000451560;ENSP00000451617;ENSP00000451985;ENSP00000452001;ENSP00000452166;ENSP00000452554;10381;TUBB3;NP_001184110;NP_006077;NM_001197181;NM_006086;Q13509;TBB3_HUMAN;	'de novo' posttranslational protein folding; 'de novo' protein folding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10381
UTRN 	utrophin [Source:HGNC Symbol;Acc:12635]	65.51	ENSG00000152818;ENSP00000356494;ENSP00000356495;ENSP00000356496;ENSP00000356515;ENSP00000387927;ENSP00000390879;ENSP00000396276;ENSP00000398923;ENSP00000404205;7402;UTRN;NP_009055;NM_007124;DMDL;P46939;UTRO_HUMAN;	protein kinase binding; vinculin binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=7402
RPLP2 	ribosomal protein, large, P2 [Source:HGNC Symbol;Acc:10377]	65.38	ENSG00000177600;ENSP00000322419;ENSP00000431240;ENSP00000433443;6181;619565;RPLP2;NP_000995;NM_001004;D11S2243E;LP2;MGC71408;P05387;RLA2_HUMAN;	cellular protein complex disassembly; cotranslational protein targeting to membrane; cytosolic large ribosomal subunit; cytosolic part; cytosolic ribosome; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; large ribosomal subunit; macromolecular complex disassembly; mRNA catabolic process; multi-organism metabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; protein complex disassembly; protein localization to endoplasmic reticulum; protein localization to membrane; protein targeting; protein targeting to ER; protein targeting to membrane; ribosomal subunit; ribosome; RNA catabolic process; single-organism cellular localization; single-organism localization; SRP-dependent cotranslational protein targeting to membrane; structural constituent of ribosome; translational elongation; translational initiation; translational termination; viral gene expression; viral life cycle; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6181
OTUB1 	OTU domain, ubiquitin aldehyde binding 1 [Source:HGNC Symbol;Acc:23077]	65.36	ENSG00000167770;ENSP00000402551;ENSP00000416973;ENSP00000437453;ENSP00000439142;ENSP00000440211;ENSP00000441328;ENSP00000444357;ENSP00000444968;101927673;55611;OTUB1;NP_060140;NM_017670;FLJ20113;FLJ40710;OTUB1_HUMAN;Q96FW1;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=101927673
MTR 	5-methyltetrahydrofolate-homocysteine methyltransferase [Source:HGNC Symbol;Acc:7468]	65.28	ENSG00000116984;ENSP00000355535;ENSP00000355536;ENSP00000402255;ENSP00000441845;4548;MTR;NP_000245;NM_000254;cblG;METH_HUMAN;Q99707;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4548
NUTF2 	nuclear transport factor 2 [Source:HGNC Symbol;Acc:13722]	65.07	ENSG00000102898;ENSP00000219169;ENSP00000456428;ENSP00000457022;ENSP00000457989;10204;128322;NUTF2;NP_005787;NM_005796;NTF2;PP15;NTF2_HUMAN;P61970;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10204
MAP4K4 	mitogen-activated protein kinase kinase kinase kinase 4 [Source:HGNC Symbol;Acc:6866]	65.02	ENSG00000071054;ENSP00000281111;ENSP00000303600;ENSP00000313644;ENSP00000314363;ENSP00000343658;ENSP00000387370;ENSP00000389752;ENSP00000392830;ENSP00000396066;ENSP00000403016;ENSP00000409720;ENSP00000414766;9448;MAP4K4;NP_001229488;NP_001229489;NP_004825;NP_663719;NP_663720;NM_001242559;NM_001242560;NM_004834;NM_145686;NM_145687;FLH21957;HGK;NIK;M4K4_HUMAN;O95819;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9448
SYNCRIP 	synaptotagmin binding, cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:16918]	64.93	ENSG00000135316;ENSP00000347380;ENSP00000358635;ENSP00000397782;10492;SYNCRIP;NP_001153145;NP_001153146;NP_001153147;NP_001153148;NP_001153149;NP_001240700;NP_006363;NM_001159673;NM_001159674;NM_001159675;NM_001159676;NM_001159677;NM_001253771;NM_006372;dJ3J17.2;GRY-RBP;hnRNP-Q;HNRNPQ;HNRPQ1;NSAP1;HNRPQ_HUMAN;O60506;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10492
ACAT1 	acetyl-CoA acetyltransferase 1 [Source:HGNC Symbol;Acc:93]	64.80	ENSG00000075239;ENSP00000265838;ENSP00000299355;ENSP00000433568;ENSP00000435965;ENSP00000436096;38;ACAT1;NP_000010;NM_000019;THIL;P24752;THIL_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=38
ROBO1 	roundabout, axon guidance receptor, homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:10249]	64.76	ENSG00000169855;ENSP00000406043;ENSP00000417992;ENSP00000418553;ENSP00000418946;ENSP00000419915;ENSP00000420321;ENSP00000420637;6091;ROBO1;NP_001139317;NP_002932;NP_598334;NM_001145845;NM_002941;NM_133631;DUTT1;FLJ21882;SAX3;Q9Y6N7;ROBO1_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6091
PPP1R7 	protein phosphatase 1, regulatory subunit 7 [Source:HGNC Symbol;Acc:9295]	64.70	ENSG00000115685;ENSP00000234038;ENSP00000272983;ENSP00000385012;ENSP00000385022;ENSP00000385466;ENSP00000385498;ENSP00000385657;ENSP00000392373;ENSP00000396376;ENSP00000397985;ENSP00000409719;ENSP00000412092;ENSP00000413360;5510;PPP1R7;NP_001269338;NP_001269339;NP_001269340;NP_001269341;NP_001269342;NP_001269343;NP_002703;NM_001282409;NM_001282411;NM_001282412;NM_001282413;NM_001282414;NM_002712;sds22;PP1R7_HUMAN;Q15435;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5510
BPTF 	bromodomain PHD finger transcription factor [Source:HGNC Symbol;Acc:3581]	64.68	ENSG00000171634;ENSG00000262858;ENSP00000307208;ENSP00000315454;ENSP00000334351;ENSP00000343837;ENSP00000388405;ENSP00000440854;ENSP00000443949;ENSP00000458864;ENSP00000459251;ENSP00000459309;ENSP00000459656;ENSP00000461014;ENSP00000462424;ENSP00000462486;ENSP00000462535;ENSP00000462703;ENSP00000462913;ENSP00000463373;ENSP00000463408;ENSP00000463736;ENSP00000463776;ENSP00000463845;2186;BPTF;NP_004450;NP_872579;NM_004459;NM_182641;FAC1;FALZ;NURF301;BPTF_HUMAN;Q12830;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=2186
RSRC2 	arginine/serine-rich coiled-coil 2 [Source:HGNC Symbol;Acc:30559]	64.66	ENSG00000111011;ENSP00000330188;ENSP00000343315;ENSP00000346678;ENSP00000412148;ENSP00000432725;ENSP00000436515;ENSP00000444159;ENSP00000445664;ENSP00000446470;65117;RSRC2;NP_075388;NM_023012;FLJ11021;Q7L4I2;RSRC2_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=65117
CNOT1 	CCR4-NOT transcription complex, subunit 1 [Source:HGNC Symbol;Acc:7877]	64.65	ENSG00000125107;ENSP00000245138;ENSP00000320949;ENSP00000413113;ENSP00000454377;ENSP00000454611;ENSP00000454763;ENSP00000455289;ENSP00000455635;ENSP00000456131;ENSP00000456649;ENSP00000456975;ENSP00000457173;ENSP00000457460;ENSP00000457869;ENSP00000458057;23019;CNOT1;NP_001252541;NP_057368;NP_996882;NM_001265612;NM_016284;NM_206999;AD-005;CDC39;KIAA1007;NOT1;NOT1H;A5YKK6;CNOT1_HUMAN;	mRNA catabolic process; nuclear-transcribed mRNA catabolic process; RNA catabolic process	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=23019
BRE 	brain and reproductive organ-expressed (TNFRSF1A modulator) [Source:HGNC Symbol;Acc:1106]	64.57	ENSG00000158019;ENSP00000339371;ENSP00000343412;ENSP00000354699;ENSP00000368945;ENSP00000368950;ENSP00000368953;ENSP00000392345;ENSP00000474342;9577;BRE;NP_001248769;NP_004890;NP_954661;NP_954662;NP_954663;NP_954664;NM_001261840;NM_004899;NM_199191;NM_199192;NM_199193;NM_199194;BRCC4;BRCC45;BRE_HUMAN;Q9NXR7;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9577
SSFA2 	sperm specific antigen 2 [Source:HGNC Symbol;Acc:11319]	64.44	ENSG00000138434;ENSP00000314669;ENSP00000386916;ENSP00000387319;ENSP00000387420;ENSP00000388731;ENSP00000392049;ENSP00000403754;ENSP00000409867;ENSP00000415625;6744;SSFA2;NP_001123917;NP_006742;NM_001130445;NM_006751;KIAA1927;KRAP;SPAG13;P28290;SSFA2_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6744
TUBB4B 	tubulin, beta 4B class IVb [Source:HGNC Symbol;Acc:20771]	64.27	ENSG00000188229;ENSP00000341289;10383;TUBB4B;NP_006079;NM_006088;TUBB2C;P68371;TBB4B_HUMAN;	'de novo' posttranslational protein folding; 'de novo' protein folding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10383
RPL10 	ribosomal protein L10 [Source:HGNC Symbol;Acc:10298]	64.13	ENSG00000147403;ENSG00000268963;ENSP00000341730;ENSP00000358832;ENSP00000385621;ENSP00000388600;ENSP00000395025;ENSP00000398047;ENSP00000405064;ENSP00000406125;ENSP00000407754;ENSP00000413436;ENSP00000470743;ENSP00000475185;ENSP00000475379;ENSP00000475480;ENSP00000475602;ENSP00000475612;ENSP00000475742;ENSP00000475777;ENSP00000475840;ENSP00000475930;26778;6134;RPL10;NP_001243506;NP_001243509;NP_006004;NM_001256577;NM_001256580;NM_006013;DXS648;DXS648E;FLJ23544;L10;QM;P27635;RL10_HUMAN;	cellular protein complex disassembly; cotranslational protein targeting to membrane; cytosolic large ribosomal subunit; cytosolic part; cytosolic ribosome; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; large ribosomal subunit; macromolecular complex disassembly; mRNA catabolic process; multi-organism metabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; protein complex disassembly; protein localization to endoplasmic reticulum; protein localization to membrane; protein targeting; protein targeting to ER; protein targeting to membrane; ribosomal subunit; ribosome; RNA catabolic process; single-organism cellular localization; single-organism localization; SRP-dependent cotranslational protein targeting to membrane; structural constituent of ribosome; translational elongation; translational initiation; translational termination; viral gene expression; viral life cycle; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=26778
PON2 	paraoxonase 2 [Source:HGNC Symbol;Acc:9205]	64.07	ENSG00000105854;ENSP00000222572;ENSP00000404622;ENSP00000405211;ENSP00000414515;ENSP00000440282;5445;PON2;NP_000296;NP_001018171;NM_000305;NM_001018161;PON2_HUMAN;Q15165;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5445
TANK 	TRAF family member-associated NFKB activator [Source:HGNC Symbol;Acc:11562]	64.05	ENSG00000136560;ENSP00000259075;ENSP00000376505;ENSP00000384235;ENSP00000384492;ENSP00000385487;ENSP00000385983;ENSP00000387439;ENSP00000388930;ENSP00000392776;ENSP00000398157;ENSP00000399934;ENSP00000410259;ENSP00000411041;ENSP00000412556;ENSP00000412622;ENSP00000415276;10010;TANK;NP_001186064;NP_004171;NP_597841;NM_001199135;NM_004180;NM_133484;I-TRAF;Q92844;TANK_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10010
RPS6 	ribosomal protein S6 [Source:HGNC Symbol;Acc:10429]	64.02	ENSG00000137154;ENSP00000369741;ENSP00000369743;ENSP00000369745;ENSP00000369757;6194;RPS6;NP_001001;NM_001010;P62753;RS6_HUMAN;	cellular protein complex disassembly; cotranslational protein targeting to membrane; cytosolic part; cytosolic ribosome; cytosolic small ribosomal subunit; establishment of protein localization to endoplasmic reticulum; establishment of protein localization to membrane; macromolecular complex disassembly; mRNA catabolic process; multi-organism metabolic process; nuclear-transcribed mRNA catabolic process; nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; protein complex disassembly; protein kinase binding; protein localization to endoplasmic reticulum; protein localization to membrane; protein targeting; protein targeting to ER; protein targeting to membrane; ribonucleoprotein complex biogenesis; ribosomal small subunit biogenesis; ribosomal subunit; ribosome; RNA catabolic process; rRNA metabolic process; rRNA processing; single-organism cellular localization; single-organism localization; small ribosomal subunit; SRP-dependent cotranslational protein targeting to membrane; translational elongation; translational initiation; translational termination; viral gene expression; viral life cycle; viral transcription	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6194
IREB2 	iron-responsive element binding protein 2 [Source:HGNC Symbol;Acc:6115]	63.84	ENSG00000136381;ENSP00000258886;ENSP00000452938;ENSP00000453058;ENSP00000453172;ENSP00000453532;ENSP00000453863;ENSP00000454063;3658;IREB2;NP_004127;NM_004136;IRP2;IREB2_HUMAN;P48200;	mRNA binding	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3658
AGT 	angiotensinogen (serpin peptidase inhibitor, clade A, member 8) [Source:HGNC Symbol;Acc:333]	63.84	ENSG00000135744;ENSP00000355627;183;AGT;NP_000020;NM_000029;SERPINA8;ANGT_HUMAN;P01019;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=183
LRBA 	LPS-responsive vesicle trafficking, beach and anchor containing [Source:HGNC Symbol;Acc:1742]	63.80	ENSG00000198589;ENSP00000349629;ENSP00000421552;ENSP00000422180;ENSP00000424640;ENSP00000425852;ENSP00000426669;ENSP00000446299;987;LRBA;NP_001186211;NP_006717;NM_001199282;NM_006726;BGL;CDC4L;LAB300;LBA;LRBA_HUMAN;P50851;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=987
PPAP2B 	phosphatidic acid phosphatase type 2B [Source:HGNC Symbol;Acc:9229]	63.79	ENSG00000162407;ENSP00000360296;8613;PPAP2B;NP_003704;NM_003713;LPP3;PAP-2b;LPP3_HUMAN;O14495;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=8613
DMXL1 	Dmx-like 1 [Source:HGNC Symbol;Acc:2937]	63.71	ENSG00000172869;ENSP00000309690;ENSP00000427692;ENSP00000439479;1657;DMXL1;NP_005500;NM_005509;DMXL1_HUMAN;Q9Y485;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1657
TMEM47 	transmembrane protein 47 [Source:HGNC Symbol;Acc:18515]	63.65	ENSG00000147027;ENSP00000275954;83604;TMEM47;NP_113630;NM_031442;BCMP1;DKFZp564E153;DKFZP761J17121;TM4SF10;Q9BQJ4;TMM47_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=83604
PAICS 	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase [Source:HGNC Symbol;Acc:8587]	63.36	ENSG00000128050;ENSP00000264221;ENSP00000382595;ENSP00000421096;ENSP00000424053;ENSP00000424907;10606;PAICS;NP_001072992;NP_001072993;NP_006443;NM_001079524;NM_001079525;NM_006452;ADE2H1;AIRC;PAIS;P22234;PUR6_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=10606
ITM2A 	integral membrane protein 2A [Source:HGNC Symbol;Acc:6173]	63.23	ENSG00000078596;ENSP00000362395;ENSP00000415533;9452;ITM2A;NP_001165052;NP_004858;NM_001171581;NM_004867;BRICD2A;E25A;ITM2A_HUMAN;O43736;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9452
IGF2R 	insulin-like growth factor 2 receptor [Source:HGNC Symbol;Acc:5467]	63.07	ENSG00000197081;ENSP00000349437;ENSP00000473880;3482;IGF2R;NP_000867;NM_000876;CD222;CIMPR;M6P-R;MPR1;MPRI;MPRI_HUMAN;P11717;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3482
CST3 	cystatin C [Source:HGNC Symbol;Acc:2475]	62.96	ENSG00000101439;ENSP00000366124;ENSP00000381446;ENSP00000381448;1471;CST3;NP_000090;NM_000099;CYTC_HUMAN;P01034;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1471
MEIS2 	Meis homeobox 2 [Source:HGNC Symbol;Acc:7001]	62.96	ENSG00000134138;ENSP00000219869;ENSP00000326296;ENSP00000339549;ENSP00000341400;ENSP00000372216;ENSP00000380745;ENSP00000380749;ENSP00000391887;ENSP00000404185;ENSP00000452693;ENSP00000452770;ENSP00000452874;ENSP00000453390;ENSP00000453481;ENSP00000453497;ENSP00000453782;ENSP00000453793;ENSP00000475660;ENSP00000475899;4212;MEIS2;NP_001207411;NP_002390;NP_733774;NP_733775;NP_733776;NP_733777;NP_758526;NP_758527;NM_001220482;NM_002399;NM_170674;NM_170675;NM_170676;NM_170677;NM_172315;NM_172316;HsT18361;MEIS2_HUMAN;O14770;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=4212
RGS2 	regulator of G-protein signaling 2, 24kDa [Source:HGNC Symbol;Acc:9998]	62.95	ENSG00000116741;ENSP00000235382;5997;RGS2;NP_002914;NM_002923;G0S8;P41220;RGS2_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=5997
HNRNPC 	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:5035]	62.93	ENSG00000092199;ENSP00000319690;ENSP00000338095;ENSP00000404559;ENSP00000404848;ENSP00000442816;ENSP00000450467;ENSP00000450544;ENSP00000450548;ENSP00000450601;ENSP00000450629;ENSP00000450669;ENSP00000450725;ENSP00000450790;ENSP00000451176;ENSP00000451187;ENSP00000451291;ENSP00000451292;ENSP00000451652;ENSP00000451708;ENSP00000451892;ENSP00000452021;ENSP00000452185;ENSP00000452213;ENSP00000452214;ENSP00000452276;ENSP00000452545;ENSP00000452573;ENSP00000452599;3183;HNRNPC;NP_001070910;NP_001070911;NP_004491;NP_112604;NM_001077442;NM_001077443;NM_004500;NM_031314;HNRPC;HNRPC_HUMAN;P07910;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3183
CAPN2 	calpain 2, (m/II) large subunit [Source:HGNC Symbol;Acc:1479]	62.89	ENSG00000162909;ENSP00000295006;ENSP00000399949;ENSP00000413158;824;CAPN2;NP_001139540;NP_001739;NM_001146068;NM_001748;CANPL2;CANPml;mCANP;CAN2_HUMAN;P17655;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=824
DYNC1H1 	dynein, cytoplasmic 1, heavy chain 1 [Source:HGNC Symbol;Acc:2961]	62.84	ENSG00000197102;ENSP00000348965;ENSP00000450674;1778;DYNC1H1;NP_001367;NM_001376;DHC1;DNCH1;Dnchc1;DNCL;DNECL;HL-3;DYHC1_HUMAN;Q14204;	ribonucleoprotein complex biogenesis	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1778
CREB1 	cAMP responsive element binding protein 1 [Source:HGNC Symbol;Acc:2345]	62.82	ENSG00000118260;ENSP00000236995;ENSP00000363518;ENSP00000387699;ENSP00000391125;ENSP00000392428;ENSP00000401803;ENSP00000403678;ENSP00000404890;ENSP00000405539;ENSP00000405711;ENSP00000407227;ENSP00000412016;ENSP00000440809;ENSP00000445892;1385;CREB1;NP_004370;NP_604391;NM_004379;NM_134442;CREB1_HUMAN;P16220;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=1385
TMEM243 	transmembrane protein 243, mitochondrial [Source:HGNC Symbol;Acc:21707]	62.82	ENSG00000135185;ENSP00000257637;ENSP00000398083;ENSP00000401897;ENSP00000407976;79161;TMEM243;NP_077291;NM_024315;C7orf23;MGC4175;MM-TRAG;Q9BU79;TM243_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=79161
COPS7A 	COP9 signalosome subunit 7A [Source:HGNC Symbol;Acc:16758]	62.78	ENSG00000111652;ENSP00000229251;ENSP00000387787;ENSP00000438115;ENSP00000438352;ENSP00000438363;ENSP00000438571;ENSP00000439158;ENSP00000439547;ENSP00000439949;ENSP00000440020;ENSP00000440683;ENSP00000440972;ENSP00000441852;ENSP00000442613;ENSP00000443628;ENSP00000444807;ENSP00000445300;ENSP00000446039;ENSP00000473363;50813;COPS7A;NP_001157565;NP_001157566;NP_001157567;NP_057403;NM_001164093;NM_001164094;NM_001164095;NM_016319;CSN7A;CSN7A_HUMAN;Q9UBW8;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=50813
HSD17B4 	hydroxysteroid (17-beta) dehydrogenase 4 [Source:HGNC Symbol;Acc:5213]	62.56	ENSG00000133835;ENSP00000256216;ENSP00000390208;ENSP00000411960;ENSP00000420914;ENSP00000424613;ENSP00000424940;ENSP00000425993;ENSP00000426272;3295;HSD17B4;NP_000405;NP_001186220;NP_001186221;NM_000414;NM_001199291;NM_001199292;MFE-2;SDR8C1;DHB4_HUMAN;P51659;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=3295
DYNLT1 	dynein, light chain, Tctex-type 1 [Source:HGNC Symbol;Acc:11697]	62.41	ENSG00000146425;ENSP00000356052;ENSP00000356055;ENSP00000356056;6993;DYNLT1;NP_006510;NM_006519;TCTEL1;DYLT1_HUMAN;P63172;	single-organism cellular localization; single-organism localization; viral life cycle	http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6993
TCF4 	transcription factor 4 [Source:HGNC Symbol;Acc:11634]	62.41	ENSG00000196628;ENSP00000346440;ENSP00000348374;ENSP00000381382;ENSP00000409447;ENSP00000439656;ENSP00000439827;ENSP00000440731;ENSP00000441562;ENSP00000445202;ENSP00000454328;ENSP00000454352;ENSP00000454366;ENSP00000454441;ENSP00000454584;ENSP00000454647;ENSP00000454866;ENSP00000455071;ENSP00000455135;ENSP00000455163;ENSP00000455179;ENSP00000455261;ENSP00000455304;ENSP00000455346;ENSP00000455418;ENSP00000455450;ENSP00000455763;ENSP00000455984;ENSP00000456125;ENSP00000456220;ENSP00000456802;ENSP00000456917;ENSP00000456983;ENSP00000457082;ENSP00000457113;ENSP00000457245;ENSP00000457263;ENSP00000457392;ENSP00000457649;ENSP00000457747;ENSP00000457765;ENSP00000458122;ENSP00000468277;ENSP00000468729;6925;TCF4;NP_001077431;NP_001230155;NP_001230156;NP_001230157;NP_001230159;NP_001230160;NP_001230161;NP_001230162;NP_001230163;NP_001230164;NP_001230165;NP_003190;NM_001083962;NM_001243226;NM_001243227;NM_001243228;NM_001243230;NM_001243231;NM_001243232;NM_001243233;NM_001243234;NM_001243235;NM_001243236;NM_003199;bHLHb19;E2-2;ITF2;SEF2-1B;ITF2_HUMAN;P15884;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6925
SDC4 	syndecan 4 [Source:HGNC Symbol;Acc:10661]	62.19	ENSG00000124145;ENSP00000361818;ENSP00000445353;6385;SDC4;NP_002990;NM_002999;amphiglycan;ryudocan;SYND4;P31431;SDC4_HUMAN;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=6385
GSTO1 	glutathione S-transferase omega 1 [Source:HGNC Symbol;Acc:13312]	62.18	ENSG00000148834;ENSP00000358724;ENSP00000358727;ENSP00000405325;ENSP00000406708;ENSP00000441488;9446;GSTO1;NP_001177931;NP_001177932;NP_004823;NM_001191002;NM_001191003;NM_004832;GSTTLp28;GSTO1_HUMAN;P78417;		http://www.ncbi.nlm.nih.gov/sites/entrez?db=gene&cmd=search&term=9446
