GeneMANIA Results		
Plugin Version	3.4.0 (20150529-1245)	
CD151	0.38	CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:1630]
NDUFA6	0.38	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa [Source:HGNC Symbol;Acc:7690]"
DHX15	0.38	DEAH (Asp-Glu-Ala-His) box helicase 15 [Source:HGNC Symbol;Acc:2738]
TPST1	0.38	tyrosylprotein sulfotransferase 1 [Source:HGNC Symbol;Acc:12020]
ARHGEF2	0.38	Rho/Rac guanine nucleotide exchange factor (GEF) 2 [Source:HGNC Symbol;Acc:682]
ENO1	0.38	"enolase 1, (alpha) [Source:HGNC Symbol;Acc:3350]"
PHB2	0.38	prohibitin 2 [Source:HGNC Symbol;Acc:30306]
MTMR9	0.38	myotubularin related protein 9 [Source:HGNC Symbol;Acc:14596]
PSMB3	0.38	"proteasome (prosome, macropain) subunit, beta type, 3 [Source:HGNC Symbol;Acc:9540]"
BTF3	0.38	basic transcription factor 3 [Source:HGNC Symbol;Acc:1125]
ACP5	0.38	"acid phosphatase 5, tartrate resistant [Source:HGNC Symbol;Acc:124]"
NCBP1	0.38	"nuclear cap binding protein subunit 1, 80kDa [Source:HGNC Symbol;Acc:7658]"
SS18	0.38	"synovial sarcoma translocation, chromosome 18 [Source:HGNC Symbol;Acc:11340]"
RBMX	0.38	"RNA binding motif protein, X-linked [Source:HGNC Symbol;Acc:9910]"
GAPDH	0.38	glyceraldehyde-3-phosphate dehydrogenase [Source:HGNC Symbol;Acc:4141]
TNFAIP6	0.38	"tumor necrosis factor, alpha-induced protein 6 [Source:HGNC Symbol;Acc:11898]"
DSP	0.38	desmoplakin [Source:HGNC Symbol;Acc:3052]
DYNC1LI2	0.38	"dynein, cytoplasmic 1, light intermediate chain 2 [Source:HGNC Symbol;Acc:2966]"
EIF3F	0.37	"eukaryotic translation initiation factor 3, subunit F [Source:HGNC Symbol;Acc:3275]"
JUP	0.37	junction plakoglobin [Source:HGNC Symbol;Acc:6207]
PLK2	0.37	polo-like kinase 2 [Source:HGNC Symbol;Acc:19699]
TRIP12	0.37	thyroid hormone receptor interactor 12 [Source:HGNC Symbol;Acc:12306]
DAB2	0.37	"Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:2662]"
ZNF587	0.37	zinc finger protein 587 [Source:HGNC Symbol;Acc:30955]
MRPL49	0.37	mitochondrial ribosomal protein L49 [Source:HGNC Symbol;Acc:1176]
HDGF	0.37	hepatoma-derived growth factor [Source:HGNC Symbol;Acc:4856]
UFD1L	0.37	ubiquitin fusion degradation 1 like (yeast) [Source:HGNC Symbol;Acc:12520]
HNRNPU	0.37	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A) [Source:HGNC Symbol;Acc:5048]
TAGLN2	0.37	transgelin 2 [Source:HGNC Symbol;Acc:11554]
NME2	0.37	NME/NM23 nucleoside diphosphate kinase 2 [Source:HGNC Symbol;Acc:7850]
PHF17	0.37	PHD finger protein 17 [Source:HGNC Symbol;Acc:30027]
STAM	0.37	signal transducing adaptor molecule (SH3 domain and ITAM motif) 1 [Source:HGNC Symbol;Acc:11357]
CKS1B	0.37	CDC28 protein kinase regulatory subunit 1B [Source:HGNC Symbol;Acc:19083]
MAP4	0.37	microtubule-associated protein 4 [Source:HGNC Symbol;Acc:6862]
VEGFC	0.37	vascular endothelial growth factor C [Source:HGNC Symbol;Acc:12682]
PPP1CC	0.37	"protein phosphatase 1, catalytic subunit, gamma isozyme [Source:HGNC Symbol;Acc:9283]"
TPR	0.37	"translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:12017]"
SHFM1	0.37	split hand/foot malformation (ectrodactyly) type 1 [Source:HGNC Symbol;Acc:10845]
HMGB1	0.37	high mobility group box 1 [Source:HGNC Symbol;Acc:4983]
NAP1L1	0.37	nucleosome assembly protein 1-like 1 [Source:HGNC Symbol;Acc:7637]
TROVE2	0.37	"TROVE domain family, member 2 [Source:HGNC Symbol;Acc:11313]"
B2M	0.37	beta-2-microglobulin [Source:HGNC Symbol;Acc:914]
YTHDF3	0.37	"YTH domain family, member 3 [Source:HGNC Symbol;Acc:26465]"
SPG11	0.37	spastic paraplegia 11 (autosomal recessive) [Source:HGNC Symbol;Acc:11226]
CYB5R3	0.37	cytochrome b5 reductase 3 [Source:HGNC Symbol;Acc:2873]
LAPTM4B	0.37	lysosomal protein transmembrane 4 beta [Source:HGNC Symbol;Acc:13646]
CD59	0.37	"CD59 molecule, complement regulatory protein [Source:HGNC Symbol;Acc:1689]"
PTTG1IP	0.37	pituitary tumor-transforming 1 interacting protein [Source:HGNC Symbol;Acc:13524]
PAN2	0.37	PAN2 poly(A) specific ribonuclease subunit homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:20074]
ASPH	0.37	aspartate beta-hydroxylase [Source:HGNC Symbol;Acc:757]
TCERG1	0.37	transcription elongation regulator 1 [Source:HGNC Symbol;Acc:15630]
CETN3	0.37	"centrin, EF-hand protein, 3 [Source:HGNC Symbol;Acc:1868]"
PDGFA	0.37	platelet-derived growth factor alpha polypeptide [Source:HGNC Symbol;Acc:8799]
WNK1	0.37	WNK lysine deficient protein kinase 1 [Source:HGNC Symbol;Acc:14540]
ASNA1	0.37	"arsA arsenite transporter, ATP-binding, homolog 1 (bacterial) [Source:HGNC Symbol;Acc:752]"
RUVBL2	0.37	RuvB-like AAA ATPase 2 [Source:HGNC Symbol;Acc:10475]
STRIP1	0.37	striatin interacting protein 1 [Source:HGNC Symbol;Acc:25916]
LAMA4	0.37	"laminin, alpha 4 [Source:HGNC Symbol;Acc:6484]"
LUC7L	0.37	LUC7-like (S. cerevisiae) [Source:HGNC Symbol;Acc:6723]
NT5C2	0.37	"5'-nucleotidase, cytosolic II [Source:HGNC Symbol;Acc:8022]"
MRC2	0.37	"mannose receptor, C type 2 [Source:HGNC Symbol;Acc:16875]"
PSMD2	0.37	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 2 [Source:HGNC Symbol;Acc:9559]"
FBXO7	0.37	F-box protein 7 [Source:HGNC Symbol;Acc:13586]
FSTL1	0.37	follistatin-like 1 [Source:HGNC Symbol;Acc:3972]
PMPCA	0.37	peptidase (mitochondrial processing) alpha [Source:HGNC Symbol;Acc:18667]
LEPROT	0.36	leptin receptor overlapping transcript [Source:HGNC Symbol;Acc:29477]
ARL2	0.36	ADP-ribosylation factor-like 2 [Source:HGNC Symbol;Acc:693]
DIMT1	0.36	DIM1 dimethyladenosine transferase 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:30217]
DHX30	0.36	DEAH (Asp-Glu-Ala-His) box helicase 30 [Source:HGNC Symbol;Acc:16716]
CHTOP	0.36	chromatin target of PRMT1 [Source:HGNC Symbol;Acc:24511]
CHCHD2	0.36	coiled-coil-helix-coiled-coil-helix domain containing 2 [Source:HGNC Symbol;Acc:21645]
SLTM	0.36	"SAFB-like, transcription modulator [Source:HGNC Symbol;Acc:20709]"
SF3B4	0.36	"splicing factor 3b, subunit 4, 49kDa [Source:HGNC Symbol;Acc:10771]"
ETFB	0.36	"electron-transfer-flavoprotein, beta polypeptide [Source:HGNC Symbol;Acc:3482]"
PDS5A	0.36	"PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:29088]"
COL5A2	0.36	"collagen, type V, alpha 2 [Source:HGNC Symbol;Acc:2210]"
BSDC1	0.36	BSD domain containing 1 [Source:HGNC Symbol;Acc:25501]
ECHS1	0.36	"enoyl CoA hydratase, short chain, 1, mitochondrial [Source:HGNC Symbol;Acc:3151]"
BBS4	0.36	Bardet-Biedl syndrome 4 [Source:HGNC Symbol;Acc:969]
PSMD3	0.36	"proteasome (prosome, macropain) 26S subunit, non-ATPase, 3 [Source:HGNC Symbol;Acc:9560]"
RBM5	0.36	RNA binding motif protein 5 [Source:HGNC Symbol;Acc:9902]
PSMA1	0.36	"proteasome (prosome, macropain) subunit, alpha type, 1 [Source:HGNC Symbol;Acc:9530]"
PYGL	0.36	"phosphorylase, glycogen, liver [Source:HGNC Symbol;Acc:9725]"
ORC3	0.36	"origin recognition complex, subunit 3 [Source:HGNC Symbol;Acc:8489]"
NAT10	0.36	N-acetyltransferase 10 (GCN5-related) [Source:HGNC Symbol;Acc:29830]
ZNHIT1	0.36	"zinc finger, HIT-type containing 1 [Source:HGNC Symbol;Acc:21688]"
COL21A1	0.36	"collagen, type XXI, alpha 1 [Source:HGNC Symbol;Acc:17025]"
RGS16	0.36	regulator of G-protein signaling 16 [Source:HGNC Symbol;Acc:9997]
COL16A1	0.36	"collagen, type XVI, alpha 1 [Source:HGNC Symbol;Acc:2193]"
PLEKHM2	0.36	"pleckstrin homology domain containing, family M (with RUN domain) member 2 [Source:HGNC Symbol;Acc:29131]"
EZH2	0.36	enhancer of zeste homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:3527]
EIF2A	0.36	"eukaryotic translation initiation factor 2A, 65kDa [Source:HGNC Symbol;Acc:3254]"
CFL1	0.36	cofilin 1 (non-muscle) [Source:HGNC Symbol;Acc:1874]
HNRNPK	0.36	heterogeneous nuclear ribonucleoprotein K [Source:HGNC Symbol;Acc:5044]
LAMP1	0.36	lysosomal-associated membrane protein 1 [Source:HGNC Symbol;Acc:6499]
EMG1	0.36	EMG1 N1-specific pseudouridine methyltransferase [Source:HGNC Symbol;Acc:16912]
RARS	0.36	arginyl-tRNA synthetase [Source:HGNC Symbol;Acc:9870]
NUCKS1	0.36	nuclear casein kinase and cyclin-dependent kinase substrate 1 [Source:HGNC Symbol;Acc:29923]
BMI1	0.36	BMI1 polycomb ring finger oncogene [Source:HGNC Symbol;Acc:1066]
ZNF384	0.36	zinc finger protein 384 [Source:HGNC Symbol;Acc:11955]
SULF1	0.36	sulfatase 1 [Source:HGNC Symbol;Acc:20391]
CBX5	0.36	chromobox homolog 5 [Source:HGNC Symbol;Acc:1555]
ZNF14	0.36	zinc finger protein 14 [Source:HGNC Symbol;Acc:12924]
EIF3C	0.36	"eukaryotic translation initiation factor 3, subunit C [Source:HGNC Symbol;Acc:3279]"
FOXK2	0.36	forkhead box K2 [Source:HGNC Symbol;Acc:6036]
SNX7	0.36	sorting nexin 7 [Source:HGNC Symbol;Acc:14971]
DHX9	0.36	DEAH (Asp-Glu-Ala-His) box helicase 9 [Source:HGNC Symbol;Acc:2750]
STAU2	0.36	staufen double-stranded RNA binding protein 2 [Source:HGNC Symbol;Acc:11371]
TXLNA	0.36	taxilin alpha [Source:HGNC Symbol;Acc:30685]
MYO1B	0.36	myosin IB [Source:HGNC Symbol;Acc:7596]
HNRNPH3	0.36	heterogeneous nuclear ribonucleoprotein H3 (2H9) [Source:HGNC Symbol;Acc:5043]
MFN2	0.36	mitofusin 2 [Source:HGNC Symbol;Acc:16877]
MDN1	0.36	"MDN1, midasin homolog (yeast) [Source:HGNC Symbol;Acc:18302]"
FZD1	0.36	frizzled family receptor 1 [Source:HGNC Symbol;Acc:4038]
NDUFAB1	0.36	"NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1, 8kDa [Source:HGNC Symbol;Acc:7694]"
FAP	0.36	"fibroblast activation protein, alpha [Source:HGNC Symbol;Acc:3590]"
CD81	0.36	CD81 molecule [Source:HGNC Symbol;Acc:1701]
SLC2A3	0.36	"solute carrier family 2 (facilitated glucose transporter), member 3 [Source:HGNC Symbol;Acc:11007]"
FNBP4	0.36	formin binding protein 4 [Source:HGNC Symbol;Acc:19752]
BANF1	0.36	barrier to autointegration factor 1 [Source:HGNC Symbol;Acc:17397]
LPGAT1	0.36	lysophosphatidylglycerol acyltransferase 1 [Source:HGNC Symbol;Acc:28985]
GFPT2	0.36	glutamine-fructose-6-phosphate transaminase 2 [Source:HGNC Symbol;Acc:4242]
KRIT1	0.36	"KRIT1, ankyrin repeat containing [Source:HGNC Symbol;Acc:1573]"
PPAP2A	0.36	phosphatidic acid phosphatase type 2A [Source:HGNC Symbol;Acc:9228]
