GeneMANIA Results
Plugin Version	3.4.1 (20160523-2245)
Data Version	2014-08-12
Report Generated	Tue Nov 15 13:38:49 GMT 2016

Gene	Score	Description
RPSA	GLTSCR2	0.004867673480240978	Co-expression	Kobayashi-DeLeo-2010
RPSA	RPL15	0.004105920118276828	Co-expression	Kobayashi-DeLeo-2010
SCN1B	ID2	0.005518633701530098	Co-expression	Kobayashi-DeLeo-2010
SF3B1	PITPNB	0.0060641791164029474	Co-expression	Kobayashi-DeLeo-2010
SF3B1	SON	0.0067585617219898435	Co-expression	Kobayashi-DeLeo-2010
SNRPF	RPL36AL	0.0012809465741353096	Co-expression	Kobayashi-DeLeo-2010
SRP19	COPG1	0.0053750421240824605	Co-expression	Kobayashi-DeLeo-2010
STAT3	FAM129A	0.0033584046937342443	Co-expression	Kobayashi-DeLeo-2010
TBCB	PI4KA	0.0034645384282363835	Co-expression	Kobayashi-DeLeo-2010
TERF2IP	ID2	0.005094477577031535	Co-expression	Kobayashi-DeLeo-2010
TERF2IP	PRPF3	0.00552693435036989	Co-expression	Kobayashi-DeLeo-2010
XPOT	ATP2C1	0.0038387143342710427	Co-expression	Kobayashi-DeLeo-2010
XPOT	EIF2S2	0.0029008783693379213	Co-expression	Kobayashi-DeLeo-2010
XPOT	MRPL16	0.0033944718278009775	Co-expression	Kobayashi-DeLeo-2010
ZFP36	ALPK1	0.0027040381486599595	Co-expression	Kobayashi-DeLeo-2010
ZFYVE26	C6orf106	0.0014696745988815073	Co-expression	Kobayashi-DeLeo-2010
ZFYVE26	RNF130	0.002506489083421216	Co-expression	Kobayashi-DeLeo-2010
ACTN1	NUTF2	4.98692911584399E-4	Co-expression	Kogo-Mori-2011
ANXA1	SLC2A1	0.0012280202254277648	Co-expression	Kogo-Mori-2011
ANXA1	TM4SF1	0.00119135179396135	Co-expression	Kogo-Mori-2011
AP2S1	AURKAIP1	2.9928501074193554E-4	Co-expression	Kogo-Mori-2011
AP2S1	CSRP1	4.357090287363745E-4	Co-expression	Kogo-Mori-2011
AP2S1	HNRNPUL1	3.7965381180606647E-4	Co-expression	Kogo-Mori-2011
AP2S1	UBE2L3	3.821293246459253E-4	Co-expression	Kogo-Mori-2011
ATP2C1	JAG1	9.117655426713263E-4	Co-expression	Kogo-Mori-2011
ATP2C1	MLH3	8.44418079803895E-4	Co-expression	Kogo-Mori-2011
ATP2C1	RNF7	2.749935825645262E-4	Co-expression	Kogo-Mori-2011
ATP5C1	MGAT4A	9.174895027292161E-4	Co-expression	Kogo-Mori-2011
ATP5C1	ZMYND11	0.0011086550641837716	Co-expression	Kogo-Mori-2011
BGN	CDH11	5.006756431619434E-4	Co-expression	Kogo-Mori-2011
BGN	DCN	4.4983922185390845E-4	Co-expression	Kogo-Mori-2011
CCT3	PSMD4	6.283126347309596E-4	Co-expression	Kogo-Mori-2011
CCT3	PSMD6	1.8430606009016108E-4	Co-expression	Kogo-Mori-2011
CCT3	RUVBL2	5.30538981561992E-4	Co-expression	Kogo-Mori-2011
CDC16	MBNL2	0.0010052975922352609	Co-expression	Kogo-Mori-2011
CDH11	DCN	2.195003761702725E-4	Co-expression	Kogo-Mori-2011
CDH11	PRKD1	6.270714265554059E-4	Co-expression	Kogo-Mori-2011
CEP170B	ACTN1	0.0012133423249865447	Co-expression	Kogo-Mori-2011
CIAPIN1	PPP1R7	2.1898369150025974E-4	Co-expression	Kogo-Mori-2011
CLNS1A	NDUFC2	0.001665319003363857	Co-expression	Kogo-Mori-2011
CLNS1A	PPFIA1	0.001078188919810884	Co-expression	Kogo-Mori-2011
COPG1	RNF7	2.2930088119393568E-4	Co-expression	Kogo-Mori-2011
COPG1	ZNF24	7.529310228595782E-4	Co-expression	Kogo-Mori-2011
CSRP1	CREB3L2	0.0016658343504785654	Co-expression	Kogo-Mori-2011
CTDSP2	FAM168B	2.8952299279348334E-4	Co-expression	Kogo-Mori-2011
CTDSP2	TMEM43	0.0011967299743995752	Co-expression	Kogo-Mori-2011
CTNNB1	PSMD6	2.748440783990486E-4	Co-expression	Kogo-Mori-2011
CTNNB1	SRSF11	0.0010012922613027114	Co-expression	Kogo-Mori-2011
CYP1B1	DCN	4.851819634258649E-4	Co-expression	Kogo-Mori-2011
CYP1B1	PRKD1	0.0016345051809057115	Co-expression	Kogo-Mori-2011
DCN	PRKD1	5.725308831399869E-4	Co-expression	Kogo-Mori-2011
DDX5	BPTF	0.001042429076718676	Co-expression	Kogo-Mori-2011
DDX5	CCDC53	7.430404485875934E-4	Co-expression	Kogo-Mori-2011
DDX5	PSMD6	1.0952997686304209E-4	Co-expression	Kogo-Mori-2011
DDX5	ZNF24	8.156246562065443E-4	Co-expression	Kogo-Mori-2011
FAM129A	CDH11	4.066019268466653E-4	Co-expression	Kogo-Mori-2011
FAM129A	DCN	3.536620703815985E-4	Co-expression	Kogo-Mori-2011
FBN1	CDH11	2.96924808113401E-4	Co-expression	Kogo-Mori-2011
FBN1	COL4A1	6.592454996111982E-4	Co-expression	Kogo-Mori-2011
FBN1	DCN	2.4729736421277783E-4	Co-expression	Kogo-Mori-2011
FBN1	IL1R1	6.649072417739599E-4	Co-expression	Kogo-Mori-2011
GBAS	RNF7	4.450461571409478E-4	Co-expression	Kogo-Mori-2011
HCFC2	MGAT4A	0.0018714200525230963	Co-expression	Kogo-Mori-2011
HSP90AB1	PSMD6	3.199161109614443E-4	Co-expression	Kogo-Mori-2011
IL1R1	CDH11	5.351581209384332E-4	Co-expression	Kogo-Mori-2011
KAT7	FAM168B	2.4392745834371694E-4	Co-expression	Kogo-Mori-2011
KAT7	PLEKHB1	7.396275252140647E-4	Co-expression	Kogo-Mori-2011
KAT7	ROBO1	7.599584521350951E-4	Co-expression	Kogo-Mori-2011
KAT7	STAT3	8.543820901767869E-4	Co-expression	Kogo-Mori-2011
LYRM1	MCMBP	0.0011925485176362955	Co-expression	Kogo-Mori-2011
MAN2A1	ATP2C1	9.77568690072445E-4	Co-expression	Kogo-Mori-2011
MEST	PPP1R7	5.424468049677644E-4	Co-expression	Kogo-Mori-2011
MYD88	CIAPIN1	4.472438467999957E-4	Co-expression	Kogo-Mori-2011
MYD88	ORAI2	0.0012924629496434553	Co-expression	Kogo-Mori-2011
NUTF2	CIAPIN1	2.616017846954484E-4	Co-expression	Kogo-Mori-2011
PABPC1	VPS13B	0.0012357628584686372	Co-expression	Kogo-Mori-2011
PI4KA	NISCH	0.0018376235680299914	Co-expression	Kogo-Mori-2011
PITPNB	SF3A1	6.948205011897249E-4	Co-expression	Kogo-Mori-2011
PITPNB	UBE2L3	0.0010467675020689707	Co-expression	Kogo-Mori-2011
PLOD2	RNF7	5.701102532145544E-4	Co-expression	Kogo-Mori-2011
POGZ	NKTR	0.0013659453903697401	Co-expression	Kogo-Mori-2011
PPP1R7	PDCL3	2.9572372659697975E-4	Co-expression	Kogo-Mori-2011
PPP2CA	ATP2C1	2.5953336328453066E-4	Co-expression	Kogo-Mori-2011
PPP2CA	ATP5C1	2.602135964507174E-4	Co-expression	Kogo-Mori-2011
PPP2CA	MAN2A1	6.596524184523581E-4	Co-expression	Kogo-Mori-2011
PPP2CA	MPHOSPH9	7.29644357597458E-4	Co-expression	Kogo-Mori-2011
PPP2CA	SKIV2L2	3.055067571077949E-4	Co-expression	Kogo-Mori-2011
PPP2CA	SRP19	8.154218655636166E-4	Co-expression	Kogo-Mori-2011
PRPF3	AHCTF1	0.0018740067981879481	Co-expression	Kogo-Mori-2011
PSMD6	CCDC53	2.4424249576485244E-4	Co-expression	Kogo-Mori-2011
PSMD6	MPHOSPH9	3.200843193277111E-4	Co-expression	Kogo-Mori-2011
PSMD6	MRPL16	1.8251503039060131E-4	Co-expression	Kogo-Mori-2011
PSMD6	NACA	3.1117494973887945E-4	Co-expression	Kogo-Mori-2011
PSMD6	PDCL3	1.3180951691461795E-4	Co-expression	Kogo-Mori-2011
PSMD6	PSMD4	1.1084931336980467E-4	Co-expression	Kogo-Mori-2011
PSMD6	RNF7	8.893476950865792E-5	Co-expression	Kogo-Mori-2011
PSMD6	SERBP1	3.052862762172926E-4	Co-expression	Kogo-Mori-2011
PSMD6	TARS	2.87754183770755E-4	Co-expression	Kogo-Mori-2011
PSMD6	YME1L1	2.5035309559960926E-4	Co-expression	Kogo-Mori-2011
RBM15	SSBP3	0.0021338998344085313	Co-expression	Kogo-Mori-2011
RNF7	BBIP1	7.425234618889636E-4	Co-expression	Kogo-Mori-2011
RNF7	MGAT4A	6.281638640635522E-4	Co-expression	Kogo-Mori-2011
RNF7	RNF130	4.907113307604345E-4	Co-expression	Kogo-Mori-2011
RPL12	RPL35A	0.0012277804147057664	Co-expression	Kogo-Mori-2011
RPL12	RPL36AL	0.001350554874979883	Co-expression	Kogo-Mori-2011
RPL12	RPL37	0.0014575469593068931	Co-expression	Kogo-Mori-2011
RPL12	RPLP2	0.001744551292315214	Co-expression	Kogo-Mori-2011
RPL36AL	RPL35A	0.0012104349112241949	Co-expression	Kogo-Mori-2011
RPL36AL	RPL37	0.0012702491763232587	Co-expression	Kogo-Mori-2011
RPL37	ATP5E	0.001150680534085213	Co-expression	Kogo-Mori-2011
RPL37	RPL35A	0.0011795542110008288	Co-expression	Kogo-Mori-2011
RPLP2	RPL35A	0.0013923281078390783	Co-expression	Kogo-Mori-2011
RPSA	PSMD6	3.025288196633462E-4	Co-expression	Kogo-Mori-2011
RPSA	RNF7	6.874885839211993E-4	Co-expression	Kogo-Mori-2011
RUVBL2	AP2S1	2.3302763387413148E-4	Co-expression	Kogo-Mori-2011
RUVBL2	NUTF2	2.923119681909742E-4	Co-expression	Kogo-Mori-2011
SF3A1	C14orf1	8.856448997477634E-4	Co-expression	Kogo-Mori-2011
SF3A1	KPNA6	5.353324777444058E-4	Co-expression	Kogo-Mori-2011
SF3A1	SSBP3	8.590240111403485E-4	Co-expression	Kogo-Mori-2011
SF3A1	UBE2L3	5.602552320254999E-4	Co-expression	Kogo-Mori-2011
SF3A1	YLPM1	9.249954316281518E-4	Co-expression	Kogo-Mori-2011
SNRPF	AP2S1	2.6961676125507805E-4	Co-expression	Kogo-Mori-2011
SNRPF	CELF1	9.749173965774185E-4	Co-expression	Kogo-Mori-2011
SNRPF	ERH	7.21391555075314E-4	Co-expression	Kogo-Mori-2011
SNRPF	RPL36AL	6.812080282688909E-4	Co-expression	Kogo-Mori-2011
SPARC	BGN	4.4909989894612826E-4	Co-expression	Kogo-Mori-2011
SPARC	CDH11	2.1131253137428326E-4	Co-expression	Kogo-Mori-2011
SPARC	DCN	1.99644540263982E-4	Co-expression	Kogo-Mori-2011
SPARC	FBN1	2.4172094513435442E-4	Co-expression	Kogo-Mori-2011
SPARC	PRKD1	5.558822028250715E-4	Co-expression	Kogo-Mori-2011
SPARC	SLC2A1	4.0107881581916464E-4	Co-expression	Kogo-Mori-2011
SPARC	TCF4	5.900373247275415E-4	Co-expression	Kogo-Mori-2011
SRP19	PSMD6	3.7522287940504036E-4	Co-expression	Kogo-Mori-2011
SRSF11	NKTR	6.215399881674616E-4	Co-expression	Kogo-Mori-2011
SRSF11	RSAD1	8.576437403600806E-4	Co-expression	Kogo-Mori-2011
SRSF11	SERBP1	0.0011699295082058059	Co-expression	Kogo-Mori-2011
SRSF11	ZMYND11	0.0012290717164848179	Co-expression	Kogo-Mori-2011
SSBP3	KPNA6	0.0013665742139505974	Co-expression	Kogo-Mori-2011
TAB2	ZNF518A	0.001237198529926675	Co-expression	Kogo-Mori-2011
TARDBP	PSMD6	3.5611018491118953E-4	Co-expression	Kogo-Mori-2011
TCF4	CDH11	7.00154499155959E-4	Co-expression	Kogo-Mori-2011
TCF4	DCN	5.978322087191765E-4	Co-expression	Kogo-Mori-2011
TERF2IP	FAM168B	3.0372153067237845E-4	Co-expression	Kogo-Mori-2011
TMEM260	RPL37	0.0011780418242740408	Co-expression	Kogo-Mori-2011
YME1L1	ATP5C1	9.245224548137317E-4	Co-expression	Kogo-Mori-2011
ZFP36	HBB	0.00151295574870266	Co-expression	Kogo-Mori-2011
ANKRD17	MAN2A1	1.6667474539383674E-5	Co-expression	Kuehner-Speit-2013
AP2S1	CSRP1	5.324685878205419E-6	Co-expression	Kuehner-Speit-2013
BTN3A3	JAG1	2.3777243350037905E-5	Co-expression	Kuehner-Speit-2013
CCDC53	LYRM1	6.9201458869718244E-6	Co-expression	Kuehner-Speit-2013
CCT3	DDX5	2.180475412438507E-5	Co-expression	Kuehner-Speit-2013
CCT3	HSP90AB1	1.9887422664161392E-5	Co-expression	Kuehner-Speit-2013
CDC16	MRPL16	2.313797979358479E-5	Co-expression	Kuehner-Speit-2013
CEP170B	COL4A1	2.541766182598439E-5	Co-expression	Kuehner-Speit-2013
CEP170B	SYT11	2.074020365550537E-5	Co-expression	Kuehner-Speit-2013
CLCN5	PPFIA1	4.2725861490683114E-5	Co-expression	Kuehner-Speit-2013
CLNS1A	MRPL16	2.8059031128475045E-5	Co-expression	Kuehner-Speit-2013
CLNS1A	RPL36AL	2.186128787131037E-5	Co-expression	Kuehner-Speit-2013
COPG1	ACTN1	3.55710605583369E-5	Co-expression	Kuehner-Speit-2013
CSRP1	CST3	1.1768670981865874E-5	Co-expression	Kuehner-Speit-2013
CSRP1	PFDN1	7.572923194709739E-6	Co-expression	Kuehner-Speit-2013
CST3	ID2	1.4665962967174014E-5	Co-expression	Kuehner-Speit-2013
CST3	PFDN1	2.1420213381717506E-5	Co-expression	Kuehner-Speit-2013
CXorf40B	BBIP1	1.814426807696155E-5	Co-expression	Kuehner-Speit-2013
CXorf40B	FAM168B	1.9302694718824578E-5	Co-expression	Kuehner-Speit-2013
ERH	CDC16	4.7552505023375625E-5	Co-expression	Kuehner-Speit-2013
FBN1	ROBO1	1.9007161544755664E-5	Co-expression	Kuehner-Speit-2013
HCFC2	CCDC93	1.985761357220366E-5	Co-expression	Kuehner-Speit-2013
HNRNPH3	PTPN13	2.6093755930211685E-5	Co-expression	Kuehner-Speit-2013
ID2	CDH11	1.680788884251469E-5	Co-expression	Kuehner-Speit-2013
ID2	PFDN1	8.739500387253274E-6	Co-expression	Kuehner-Speit-2013
KAT7	AP2S1	1.0071055456909227E-5	Co-expression	Kuehner-Speit-2013
KAT7	CSRP1	1.103050134877845E-5	Co-expression	Kuehner-Speit-2013
MAN2A1	AHCTF1	1.8738845153007605E-5	Co-expression	Kuehner-Speit-2013
MAN2A1	BPTF	1.959353540097303E-5	Co-expression	Kuehner-Speit-2013
MAN2A1	DST	1.452619386110817E-5	Co-expression	Kuehner-Speit-2013
MAN2A1	ERGIC2	1.9440799808990176E-5	Co-expression	Kuehner-Speit-2013
MAN2A1	MGAT4A	1.9615054039825404E-5	Co-expression	Kuehner-Speit-2013
MAN2A1	MLH3	1.1118964943831074E-5	Co-expression	Kuehner-Speit-2013
MAN2A1	YLPM1	1.889969014789895E-5	Co-expression	Kuehner-Speit-2013
MAN2A1	ZMYND11	1.9689105216252453E-5	Co-expression	Kuehner-Speit-2013
MON2	HCFC2	1.9756668211988348E-5	Co-expression	Kuehner-Speit-2013
MXI1	BBIP1	1.9369821548177128E-5	Co-expression	Kuehner-Speit-2013
MXI1	FBXW7	1.2602309206713562E-5	Co-expression	Kuehner-Speit-2013
PFDN5	CSRP1	6.547204289757253E-6	Co-expression	Kuehner-Speit-2013
PFDN5	ID2	7.3452426966917E-6	Co-expression	Kuehner-Speit-2013
PFDN5	RPL15	1.5717527199206134E-5	Co-expression	Kuehner-Speit-2013
PITPNB	SON	3.165895753095943E-5	Co-expression	Kuehner-Speit-2013
PSAP	SYT11	2.348331987681017E-5	Co-expression	Kuehner-Speit-2013
ROBO1	FAM129A	1.9624397875894314E-5	Co-expression	Kuehner-Speit-2013
RPL12	ATM	2.1282868702378722E-5	Co-expression	Kuehner-Speit-2013
RPL12	CREB3L2	1.8277934145482296E-5	Co-expression	Kuehner-Speit-2013
RPL12	PABPC1	1.699949591176361E-5	Co-expression	Kuehner-Speit-2013
RPL12	RNF7	2.1236177502519144E-5	Co-expression	Kuehner-Speit-2013
RPL12	RPSA	1.7043999696062933E-5	Co-expression	Kuehner-Speit-2013
RPL36AL	ATP5E	2.061184894139618E-5	Co-expression	Kuehner-Speit-2013
RPL36AL	HMOX2	1.4711712706009918E-5	Co-expression	Kuehner-Speit-2013
RPL36AL	HNRNPH3	1.606578383651186E-5	Co-expression	Kuehner-Speit-2013
RPL36AL	MRPL16	1.175937652312338E-5	Co-expression	Kuehner-Speit-2013
RPSA	MBNL2	2.9619864875614057E-5	Co-expression	Kuehner-Speit-2013
SF3B1	PITPNB	3.666122633825067E-5	Co-expression	Kuehner-Speit-2013
SNRPF	ERH	1.8691385312766805E-5	Co-expression	Kuehner-Speit-2013
SNRPF	RPL35A	1.6909660449992043E-5	Co-expression	Kuehner-Speit-2013
SNRPF	SERBP1	2.1618200001539454E-5	Co-expression	Kuehner-Speit-2013
SRP19	CREB3L2	3.9172073262002446E-5	Co-expression	Kuehner-Speit-2013
TARDBP	MLH3	2.226528163467521E-5	Co-expression	Kuehner-Speit-2013
TBCB	CIAPIN1	1.2250812593839462E-5	Co-expression	Kuehner-Speit-2013
TBCB	NSFL1C	1.3164405877442744E-5	Co-expression	Kuehner-Speit-2013
TBCB	SSBP3	1.168190267502022E-5	Co-expression	Kuehner-Speit-2013
TERF2IP	PPP2CB	1.4123913490969987E-5	Co-expression	Kuehner-Speit-2013
TERF2IP	RPL15	1.3331083157539336E-5	Co-expression	Kuehner-Speit-2013
TERF2IP	STAT3	1.9802523289120607E-5	Co-expression	Kuehner-Speit-2013
TMEM260	ATM	2.011193642964524E-5	Co-expression	Kuehner-Speit-2013
TMX1	MLH3	2.017813825708292E-5	Co-expression	Kuehner-Speit-2013
TSPAN7	ID2	1.2692588241467438E-5	Co-expression	Kuehner-Speit-2013
XPOT	SUN1	2.8448463518279615E-5	Co-expression	Kuehner-Speit-2013
ZFYVE26	PCDH9	2.4217921175108552E-5	Co-expression	Kuehner-Speit-2013
ZMYND11	MLH3	2.4642367027075167E-5	Co-expression	Kuehner-Speit-2013
ACTN1	BGN	7.015871726690778E-4	Co-expression	Landi-Jen-2008
ANKRD17	ARIH1	5.442042045628131E-4	Co-expression	Landi-Jen-2008
ANKRD17	RAP1GDS1	5.066121631867708E-4	Co-expression	Landi-Jen-2008
ANKRD17	YLPM1	5.326063267910621E-4	Co-expression	Landi-Jen-2008
ANKRD17	YME1L1	6.493128015290042E-4	Co-expression	Landi-Jen-2008
ANXA1	DCN	2.407757092586682E-4	Co-expression	Landi-Jen-2008
ANXA1	IL1R1	6.481391639074563E-4	Co-expression	Landi-Jen-2008
ANXA1	PTPN13	4.221787759601752E-4	Co-expression	Landi-Jen-2008
ANXA1	TM4SF1	5.216929562382062E-4	Co-expression	Landi-Jen-2008
ANXA1	TMEM43	4.3129847169510105E-4	Co-expression	Landi-Jen-2008
ARHGAP29	SEPT11	5.504486316976024E-4	Co-expression	Landi-Jen-2008
ARHGAP29	ZMYND11	4.8324805395421743E-4	Co-expression	Landi-Jen-2008
BGN	CDH11	5.763510268073711E-4	Co-expression	Landi-Jen-2008
CCT3	ATP5C1	2.1877685797388075E-4	Co-expression	Landi-Jen-2008
CCT3	ATP5E	1.5923358029917172E-4	Co-expression	Landi-Jen-2008
CCT3	CLNS1A	8.76388827678556E-5	Co-expression	Landi-Jen-2008
CCT3	CXorf40B	1.237917164448665E-4	Co-expression	Landi-Jen-2008
CCT3	ERH	1.0938947136375344E-4	Co-expression	Landi-Jen-2008
CCT3	HSP90AB1	1.5971665311581643E-4	Co-expression	Landi-Jen-2008
CCT3	MEST	1.91307888519018E-4	Co-expression	Landi-Jen-2008
CCT3	PSMD4	2.213416752911114E-4	Co-expression	Landi-Jen-2008
CCT3	RBM15	1.592662971638606E-4	Co-expression	Landi-Jen-2008
CCT3	RPL37	1.3042900163325388E-4	Co-expression	Landi-Jen-2008
CCT3	SNRPF	1.5252786208963314E-4	Co-expression	Landi-Jen-2008
CCT3	SRP19	7.404036921206629E-5	Co-expression	Landi-Jen-2008
CCT3	STMN1	1.8619699699970457E-4	Co-expression	Landi-Jen-2008
CCT3	TARS	9.65361490581172E-5	Co-expression	Landi-Jen-2008
CCT3	XPOT	9.846684725824586E-5	Co-expression	Landi-Jen-2008
CDH11	DCN	3.0487383925913234E-4	Co-expression	Landi-Jen-2008
CEP170B	PIAS3	5.973374941968411E-4	Co-expression	Landi-Jen-2008
CLNS1A	NACA	4.260567717194932E-4	Co-expression	Landi-Jen-2008
CLNS1A	NDUFC2	2.62798102525441E-4	Co-expression	Landi-Jen-2008
CLNS1A	PABPC1	3.656390775710433E-4	Co-expression	Landi-Jen-2008
CLNS1A	RPL37	3.044705574374037E-4	Co-expression	Landi-Jen-2008
COL4A1	BGN	5.867043459993127E-4	Co-expression	Landi-Jen-2008
COPG1	NUTF2	6.271475829713563E-4	Co-expression	Landi-Jen-2008
CREG1	CCDC53	0.0011167700268147147	Co-expression	Landi-Jen-2008
CSRP1	CTDSP2	2.842497059833764E-4	Co-expression	Landi-Jen-2008
CSRP1	GLTSCR2	2.919325934526896E-4	Co-expression	Landi-Jen-2008
CSRP1	NISCH	2.65673567800448E-4	Co-expression	Landi-Jen-2008
CSRP1	PPP2CB	4.250702505696317E-4	Co-expression	Landi-Jen-2008
CSRP1	RSAD1	2.750812938830557E-4	Co-expression	Landi-Jen-2008
CTDSP2	MON2	9.616446895456233E-4	Co-expression	Landi-Jen-2008
DCN	SEPT11	4.486438972090954E-4	Co-expression	Landi-Jen-2008
DCN	TMEM43	2.693459596502634E-4	Co-expression	Landi-Jen-2008
DDX5	HNRNPH3	3.531825566501565E-4	Co-expression	Landi-Jen-2008
DDX5	RPL36AL	4.18804228534074E-4	Co-expression	Landi-Jen-2008
DDX5	SON	5.913507898122071E-4	Co-expression	Landi-Jen-2008
DLST	KPNA6	8.440221032614182E-4	Co-expression	Landi-Jen-2008
DLST	NUTF2	6.079106958938754E-4	Co-expression	Landi-Jen-2008
ERGIC2	FAM120A	6.341047205014542E-4	Co-expression	Landi-Jen-2008
ERH	C14orf1	4.4083232537208794E-4	Co-expression	Landi-Jen-2008
FBN1	BGN	5.218654007645617E-4	Co-expression	Landi-Jen-2008
FBN1	CDH11	6.926555374452161E-4	Co-expression	Landi-Jen-2008
FBN1	COL4A1	6.071380389980729E-4	Co-expression	Landi-Jen-2008
GBAS	MRPL16	5.445870518655085E-4	Co-expression	Landi-Jen-2008
GBAS	TMX1	3.7776129054724615E-4	Co-expression	Landi-Jen-2008
HCFC2	MGAT4A	7.180937011909231E-4	Co-expression	Landi-Jen-2008
HSP90AB1	CIAPIN1	7.908538841704095E-4	Co-expression	Landi-Jen-2008
HSP90AB1	CLNS1A	3.5021874502337157E-4	Co-expression	Landi-Jen-2008
ID2	SYT11	0.0010080647578238073	Co-expression	Landi-Jen-2008
IL1R1	DCN	4.283737590325491E-4	Co-expression	Landi-Jen-2008
IL1R1	TMEM43	6.147477830830892E-4	Co-expression	Landi-Jen-2008
JAG1	TMEM43	7.660967661658788E-4	Co-expression	Landi-Jen-2008
KCTD12	CTDSP2	6.112887047976954E-4	Co-expression	Landi-Jen-2008
KCTD12	TCF4	5.584381156223618E-4	Co-expression	Landi-Jen-2008
LYRM1	PTPN13	5.966740311890774E-4	Co-expression	Landi-Jen-2008
MAN2A1	ERGIC2	7.188655320522701E-4	Co-expression	Landi-Jen-2008
MAN2A1	RAP1GDS1	7.529544006369781E-4	Co-expression	Landi-Jen-2008
MCMBP	BBIP1	0.0011113616252189668	Co-expression	Landi-Jen-2008
MRPL16	NDUFC2	4.5418694242111026E-4	Co-expression	Landi-Jen-2008
MRPL16	RNF7	4.894525560903181E-4	Co-expression	Landi-Jen-2008
MYD88	TMEM43	4.2220245561456983E-4	Co-expression	Landi-Jen-2008
NACA	NDUFC2	4.997816449382281E-4	Co-expression	Landi-Jen-2008
NDUFC2	ATP5E	4.667875473520426E-4	Co-expression	Landi-Jen-2008
NDUFC2	PPFIA1	4.8718092200237346E-4	Co-expression	Landi-Jen-2008
OTUB1	AURKAIP1	3.290352684162348E-4	Co-expression	Landi-Jen-2008
PABPC1	CREB3L2	7.836286001220259E-4	Co-expression	Landi-Jen-2008
PFDN5	CSRP1	2.1255913928649013E-4	Co-expression	Landi-Jen-2008
PFDN5	GLTSCR2	5.503799528328631E-4	Co-expression	Landi-Jen-2008
PFDN5	RSAD1	5.56379283744176E-4	Co-expression	Landi-Jen-2008
PI4KA	UBE2L3	7.502812744686252E-4	Co-expression	Landi-Jen-2008
PITPNB	UBE2L3	0.0011264347872854312	Co-expression	Landi-Jen-2008
PLOD2	NPTX2	8.355941130456436E-4	Co-expression	Landi-Jen-2008
POGZ	ALPK1	6.567331870488117E-4	Co-expression	Landi-Jen-2008
PPP2CA	PFDN1	5.487896791658874E-4	Co-expression	Landi-Jen-2008
PPP2CA	RAP1GDS1	5.173547412821826E-4	Co-expression	Landi-Jen-2008
PPP2CA	SRP19	2.4233530164586355E-4	Co-expression	Landi-Jen-2008
PPP2CB	TMEM43	7.304302504408739E-4	Co-expression	Landi-Jen-2008
PRPF3	CELF1	5.639815541841176E-4	Co-expression	Landi-Jen-2008
PRPF3	POGZ	4.613273809304089E-4	Co-expression	Landi-Jen-2008
PSAP	PI4KA	5.292209229121156E-4	Co-expression	Landi-Jen-2008
PSMD4	AURKAIP1	4.017567261137419E-4	Co-expression	Landi-Jen-2008
PSMD6	LYRM1	4.933913243845857E-4	Co-expression	Landi-Jen-2008
PSMD6	SF3A1	6.75609569088873E-4	Co-expression	Landi-Jen-2008
RNF7	ERGIC2	4.164532558034152E-4	Co-expression	Landi-Jen-2008
RNF7	NDUFC2	3.085607850493564E-4	Co-expression	Landi-Jen-2008
RPL12	CREB3L2	8.125739488264232E-4	Co-expression	Landi-Jen-2008
RPL12	RPL15	7.038139255516001E-4	Co-expression	Landi-Jen-2008
RPL12	RPL37	6.253460018236367E-4	Co-expression	Landi-Jen-2008
RPL12	RPSA	5.907378722461328E-4	Co-expression	Landi-Jen-2008
RPL36AL	RPL15	8.967292377862915E-4	Co-expression	Landi-Jen-2008
RPSA	CTNNB1	5.675699265293036E-4	Co-expression	Landi-Jen-2008
RPSA	RPL15	7.531147299913177E-4	Co-expression	Landi-Jen-2008
RPSA	RPL37	5.383783802221557E-4	Co-expression	Landi-Jen-2008
RUVBL2	AURKAIP1	2.9282703142823583E-4	Co-expression	Landi-Jen-2008
RUVBL2	KPNA6	6.220065805293866E-4	Co-expression	Landi-Jen-2008
SF3B1	ERGIC2	6.441500468463697E-4	Co-expression	Landi-Jen-2008
SNRPF	EIF2S2	6.20194300268718E-4	Co-expression	Landi-Jen-2008
SNRPF	ERH	3.7788551039538265E-4	Co-expression	Landi-Jen-2008
SNRPF	SERF2	5.364606822309597E-4	Co-expression	Landi-Jen-2008
SNRPF	TARS	3.6185969459173734E-4	Co-expression	Landi-Jen-2008
SPARC	BGN	5.855394800769843E-4	Co-expression	Landi-Jen-2008
SPARC	CDH11	6.291944570174226E-4	Co-expression	Landi-Jen-2008
SPARC	COL4A1	8.020136096659122E-4	Co-expression	Landi-Jen-2008
SPARC	DCN	3.510989437383018E-4	Co-expression	Landi-Jen-2008
SPARC	FBN1	5.91610400641118E-4	Co-expression	Landi-Jen-2008
SRP19	ATP5E	3.5137137776876197E-4	Co-expression	Landi-Jen-2008
SRP19	CIAPIN1	3.115200731541224E-4	Co-expression	Landi-Jen-2008
SRP19	ERGIC2	2.540282913849337E-4	Co-expression	Landi-Jen-2008
SRP19	NACA	3.4344262704397795E-4	Co-expression	Landi-Jen-2008
SRP19	SKIV2L2	2.918082162646568E-4	Co-expression	Landi-Jen-2008
STAT3	TMEM43	5.37791659748817E-4	Co-expression	Landi-Jen-2008
