GeneMANIA Results
Plugin Version	3.4.1 (20160523-2245)
Data Version	2014-08-12
Report Generated	Tue Jan 17 13:28:01 GMT 2017

Gene	Score	Description
ZNF512B	RPS27A	0.07673721141659652	Physical interactions	IREF-BIOGRID
ZNF512B	VWF	0.24656131243550253	Physical interactions	IREF-BIOGRID
APP	A2M	2.698872306143952	Physical interactions	IREF-DIP
APP	NGFR	0.7814385844201875	Physical interactions	IREF-DIP
APP	PSEN1	0.27363840715653803	Physical interactions	IREF-DIP
C3	CFB	4.961385235271857	Physical interactions	IREF-DIP
C3	CFH	4.961385235271857	Physical interactions	IREF-DIP
C9	C8A	7.01645840796066	Physical interactions	IREF-DIP
CDK5	NTRK2	2.076404571030247	Physical interactions	IREF-DIP
CNTF	CNTFR	5.586680930146862	Physical interactions	IREF-DIP
F2R	F2	4.3705009845079505	Physical interactions	IREF-DIP
F7	F3	7.01645840796066	Physical interactions	IREF-DIP
F8	F2	1.7880246081015887	Physical interactions	IREF-DIP
F8	VWF	2.803000988070494	Physical interactions	IREF-DIP
HSPA5	SOD1	1.7780640169103923	Physical interactions	IREF-DIP
HSPB1	F13A1	5.586680930146862	Physical interactions	IREF-DIP
NGFR	NGF	1.6462074655452266	Physical interactions	IREF-DIP
NTRK2	BDNF	1.719943630647885	Physical interactions	IREF-DIP
PLAUR	PLAU	3.3016789876790993	Physical interactions	IREF-DIP
SERPINA5	F2	4.3705009845079505	Physical interactions	IREF-DIP
SERPINC1	F9	7.01645840796066	Physical interactions	IREF-DIP
SOD1	CCS	2.709257802262312	Physical interactions	IREF-DIP
TARDBP	ATXN2	6.741195293590624	Physical interactions	IREF-DIP
A2M	HSPA5	0.013333527659881985	Physical interactions	IREF-HPRD
A2M	NGF	0.04833309771011556	Physical interactions	IREF-HPRD
APP	CASP3	0.0028207963572633777	Physical interactions	IREF-HPRD
APP	CDK5	0.006002943020846692	Physical interactions	IREF-HPRD
APP	F12	0.02064702105511857	Physical interactions	IREF-HPRD
APP	KNG1	0.008612339467084427	Physical interactions	IREF-HPRD
APP	PSEN1	0.005487668050165099	Physical interactions	IREF-HPRD
APP	SNCA	0.007627111896209609	Physical interactions	IREF-HPRD
C1QA	C1QB	0.06914712855174437	Physical interactions	IREF-HPRD
C1QA	C1QC	0.10836069142444812	Physical interactions	IREF-HPRD
C1QA	C1R	0.09815800322110903	Physical interactions	IREF-HPRD
C1QA	C1S	0.13970294467669692	Physical interactions	IREF-HPRD
C1QA	CR1	0.07099887946458565	Physical interactions	IREF-HPRD
C1QB	C1QC	0.18741798055176123	Physical interactions	IREF-HPRD
C1QB	C1R	0.16977166593643184	Physical interactions	IREF-HPRD
C1R	C1S	0.3430019851266226	Physical interactions	IREF-HPRD
C2	C5	0.1496654262641215	Physical interactions	IREF-HPRD
C3	C2	0.05408988275413999	Physical interactions	IREF-HPRD
C3	C3AR1	0.11035526526070633	Physical interactions	IREF-HPRD
C3	C5	0.03518320242152238	Physical interactions	IREF-HPRD
C3	CD46	0.04057023456962588	Physical interactions	IREF-HPRD
C3	CFB	0.07066115931125024	Physical interactions	IREF-HPRD
C3	CFH	0.028986067796762445	Physical interactions	IREF-HPRD
C3	CFI	0.12365995517464748	Physical interactions	IREF-HPRD
C3	CR1	0.04004047052856219	Physical interactions	IREF-HPRD
C3	CR2	0.03196990088876486	Physical interactions	IREF-HPRD
C3	MASP1	0.04327580025256266	Physical interactions	IREF-HPRD
C4A	C3AR1	0.3904146251597435	Physical interactions	IREF-HPRD
C5	C6	0.23511817515208894	Physical interactions	IREF-HPRD
C5	C7	0.24947525816962046	Physical interactions	IREF-HPRD
C5	C8B	0.20762140914918412	Physical interactions	IREF-HPRD
C5AR1	C5	0.1202704573270541	Physical interactions	IREF-HPRD
C8B	C8A	0.2794210292714541	Physical interactions	IREF-HPRD
C8G	C8A	0.5543382055943114	Physical interactions	IREF-HPRD
C9	C8A	0.28733668742547247	Physical interactions	IREF-HPRD
CASP1	MAPT	0.015850494403212578	Physical interactions	IREF-HPRD
CASP1	MICE	0.07163809303764736	Physical interactions	IREF-HPRD
CASP3	DCTN1	0.007087943836573737	Physical interactions	IREF-HPRD
CASP3	LMNB1	0.010133863901727979	Physical interactions	IREF-HPRD
CASP3	MAPT	0.005752769589770448	Physical interactions	IREF-HPRD
CASP3	PSEN1	0.004440269512703677	Physical interactions	IREF-HPRD
CD55	CR1	0.1467916464830106	Physical interactions	IREF-HPRD
CD59	C8A	0.10255707131657853	Physical interactions	IREF-HPRD
CD59	C9	0.1671252056625949	Physical interactions	IREF-HPRD
CDK5	MAPT	0.012242481345677767	Physical interactions	IREF-HPRD
CDK5	NES	0.10559940279266423	Physical interactions	IREF-HPRD
CFH	CFI	0.2818957436652023	Physical interactions	IREF-HPRD
CNTF	CNTFR	0.18120360252118306	Physical interactions	IREF-HPRD
CR1	C4A	0.14165508519201084	Physical interactions	IREF-HPRD
CR2	CR1	0.10067242419241158	Physical interactions	IREF-HPRD
CREBBP	HSF1	0.004729616345617838	Physical interactions	IREF-HPRD
CREBBP	HTT	0.0027561522506527212	Physical interactions	IREF-HPRD
CREBBP	SERTAD3	0.035762122504435764	Physical interactions	IREF-HPRD
CST3	C4A	0.1589321727833588	Physical interactions	IREF-HPRD
CYCS	HSPB1	0.029392878433801787	Physical interactions	IREF-HPRD
DCTN1	APEX1	0.028961877687546052	Physical interactions	IREF-HPRD
EP300	APEX1	0.0061219394008325545	Physical interactions	IREF-HPRD
EP300	CREBBP	0.0010255070891533537	Physical interactions	IREF-HPRD
F10	F3	0.07712349569966573	Physical interactions	IREF-HPRD
F10	F5	0.050730466729159124	Physical interactions	IREF-HPRD
F10	F7	0.058543992112609106	Physical interactions	IREF-HPRD
F12	KLKB1	0.1324258768401083	Physical interactions	IREF-HPRD
F13A1	F13B	0.4562943295685633	Physical interactions	IREF-HPRD
F7	F3	0.18113297986738383	Physical interactions	IREF-HPRD
F8	F10	0.03553748104870545	Physical interactions	IREF-HPRD
F8	F9	0.1318941488945792	Physical interactions	IREF-HPRD
F8	PROC	0.05787956914768287	Physical interactions	IREF-HPRD
F8	PROS1	0.0738802292047267	Physical interactions	IREF-HPRD
F8	VWF	0.07113399609180293	Physical interactions	IREF-HPRD
F9	F7	0.21728072880961763	Physical interactions	IREF-HPRD
FGB	SERPINA5	0.09504670461399656	Physical interactions	IREF-HPRD
FGG	F13A1	0.19766440701752408	Physical interactions	IREF-HPRD
FGG	F13B	0.30401591705183934	Physical interactions	IREF-HPRD
FGG	FGB	0.17015121563181804	Physical interactions	IREF-HPRD
FGG	SERPINA5	0.07356677706756169	Physical interactions	IREF-HPRD
GRIA1	GRIA4	0.07111494784155041	Physical interactions	IREF-HPRD
GRIA1	GRIK2	0.047918859943461733	Physical interactions	IREF-HPRD
HSPA5	F8	0.023059398524237548	Physical interactions	IREF-HPRD
HSPA5	GRIA1	0.020572501430557888	Physical interactions	IREF-HPRD
HSPA5	PAWR	0.028605067084358043	Physical interactions	IREF-HPRD
HSPA5	VWF	0.03237601685546439	Physical interactions	IREF-HPRD
HTT	CASP1	0.011094632746701262	Physical interactions	IREF-HPRD
HTT	CASP3	0.004026680159135734	Physical interactions	IREF-HPRD
HTT	OPTN	0.029354178154403252	Physical interactions	IREF-HPRD
KNG1	F11	0.09560607654370258	Physical interactions	IREF-HPRD
KNG1	KLKB1	0.05523782873680899	Physical interactions	IREF-HPRD
LMNB1	PRPH	0.12541091396575374	Physical interactions	IREF-HPRD
MAG	NGFR	0.03161566121505879	Physical interactions	IREF-HPRD
MAPT	TUBA4A	0.011484861375500581	Physical interactions	IREF-HPRD
MASP1	C2	0.18409045768607332	Physical interactions	IREF-HPRD
MASP1	MBL2	0.13289860325247616	Physical interactions	IREF-HPRD
MASP1	SERPING1	0.1152659613075734	Physical interactions	IREF-HPRD
MBL2	MASP2	0.20803288771121717	Physical interactions	IREF-HPRD
NEFH	NEFM	0.38041280056054994	Physical interactions	IREF-HPRD
NGFR	NGF	0.04596078226902854	Physical interactions	IREF-HPRD
NGFR	NTRK2	0.022280802918227156	Physical interactions	IREF-HPRD
NOS1	BDKRB2	0.037181022380863835	Physical interactions	IREF-HPRD
NTRK2	BDNF	0.054123674895436645	Physical interactions	IREF-HPRD
PLAT	F10	0.027963431903476228	Physical interactions	IREF-HPRD
PLAT	PLAU	0.04430080581569965	Physical interactions	IREF-HPRD
PLAT	SERPINA5	0.03590431243385146	Physical interactions	IREF-HPRD
PLAT	SERPINE1	0.04448292305903936	Physical interactions	IREF-HPRD
PLAT	SERPING1	0.05319558558307323	Physical interactions	IREF-HPRD
PLAU	SERPINA5	0.050704763926585926	Physical interactions	IREF-HPRD
PLAU	SERPINE1	0.06281964910069952	Physical interactions	IREF-HPRD
PLAUR	KNG1	0.029751104346654095	Physical interactions	IREF-HPRD
PLAUR	PLAU	0.05101689164553297	Physical interactions	IREF-HPRD
PLG	C7	0.07232566086015718	Physical interactions	IREF-HPRD
PLG	CPB2	0.09496701878454887	Physical interactions	IREF-HPRD
PLG	F10	0.014281409396214756	Physical interactions	IREF-HPRD
PLG	F2R	0.02552694872434102	Physical interactions	IREF-HPRD
PLG	F3	0.04418615924064535	Physical interactions	IREF-HPRD
PLG	KNG1	0.01319414724999484	Physical interactions	IREF-HPRD
PLG	NGF	0.03359169968851162	Physical interactions	IREF-HPRD
PLG	PLAT	0.016021014871837366	Physical interactions	IREF-HPRD
PLG	PLAU	0.022625190608375555	Physical interactions	IREF-HPRD
PLG	SERPINC1	0.054085649809639424	Physical interactions	IREF-HPRD
PLG	SERPINE1	0.022718200150018443	Physical interactions	IREF-HPRD
PLG	SERPINF2	0.016854172937692605	Physical interactions	IREF-HPRD
PLG	SERPING1	0.027167906142525133	Physical interactions	IREF-HPRD
PRNP	DPP6	0.24211029830442965	Physical interactions	IREF-HPRD
PRNP	HSPA5	0.011171729792990045	Physical interactions	IREF-HPRD
PRNP	MAG	0.027857030481053386	Physical interactions	IREF-HPRD
PRNP	PLG	0.00986412730412513	Physical interactions	IREF-HPRD
PROC	F5	0.08262423953937555	Physical interactions	IREF-HPRD
PROC	PROS1	0.08440179706302599	Physical interactions	IREF-HPRD
PROC	SERPINA5	0.052127426059667484	Physical interactions	IREF-HPRD
PROC	THBD	0.19143043538801538	Physical interactions	IREF-HPRD
PROS1	C4BPA	0.17695090860778356	Physical interactions	IREF-HPRD
PROS1	C4BPB	0.49837270643042203	Physical interactions	IREF-HPRD
PROS1	F10	0.05182187173996403	Physical interactions	IREF-HPRD
PROS1	F5	0.10546549372323392	Physical interactions	IREF-HPRD
PSEN1	CASP1	0.01223418750120006	Physical interactions	IREF-HPRD
PSEN1	CDK5	0.009449346623385632	Physical interactions	IREF-HPRD
PSEN1	GFAP	0.01897441231381121	Physical interactions	IREF-HPRD
PSEN1	MAPT	0.011191623658305757	Physical interactions	IREF-HPRD
RTN4	TUBA4A	0.017010048522027293	Physical interactions	IREF-HPRD
SERPINA5	F10	0.03200572185698855	Physical interactions	IREF-HPRD
SERPINA5	F11	0.13287134880306914	Physical interactions	IREF-HPRD
SERPINA5	KLKB1	0.07676838931109642	Physical interactions	IREF-HPRD
SERPINA5	THBD	0.150913638496586	Physical interactions	IREF-HPRD
SERPINF2	CFD	0.19146998615166172	Physical interactions	IREF-HPRD
SERPINF2	F11	0.12212698004082775	Physical interactions	IREF-HPRD
SERPINF2	F13A1	0.10148707124138458	Physical interactions	IREF-HPRD
SERPINF2	PLAU	0.04660462805973004	Physical interactions	IREF-HPRD
SERPING1	C1R	0.14744474047837627	Physical interactions	IREF-HPRD
SERPING1	C1S	0.2098500674132218	Physical interactions	IREF-HPRD
SERPING1	MASP2	0.180431609529524	Physical interactions	IREF-HPRD
SNCA	CYCS	0.02090133694501443	Physical interactions	IREF-HPRD
SNCA	MAPT	0.015554834266666878	Physical interactions	IREF-HPRD
SNCA	SQSTM1	0.0171050511832433	Physical interactions	IREF-HPRD
SNCA	TH	0.055046294490404775	Physical interactions	IREF-HPRD
SOD1	CCS	0.5160736338205041	Physical interactions	IREF-HPRD
SOD1	RNF19A	0.09674644607509528	Physical interactions	IREF-HPRD
SQSTM1	GRIA1	0.026590675666676587	Physical interactions	IREF-HPRD
SQSTM1	GRIA2	0.06460624383101375	Physical interactions	IREF-HPRD
SQSTM1	NTRK2	0.023838526494433594	Physical interactions	IREF-HPRD
TFPI	F10	0.05093282679604598	Physical interactions	IREF-HPRD
TUBA4A	CALB2	0.10760381887411086	Physical interactions	IREF-HPRD
VCP	RNF19A	0.04234606190967296	Physical interactions	IREF-HPRD
A2M	NGF	5.148318483209844	Physical interactions	IREF-INNATEDB
APP	CASP3	0.1911550846428203	Physical interactions	IREF-INNATEDB
APP	GFAP	3.668388619982915	Physical interactions	IREF-INNATEDB
C1R	C1S	6.605862621921417	Physical interactions	IREF-INNATEDB
C2	C1S	2.825986898134722	Physical interactions	IREF-INNATEDB
C3	CD46	1.5332286363277197	Physical interactions	IREF-INNATEDB
C3	CFB	4.079565132247225	Physical interactions	IREF-INNATEDB
C3	CFH	1.147773877700663	Physical interactions	IREF-INNATEDB
C3	CFI	4.079565132247225	Physical interactions	IREF-INNATEDB
C3	CR1	4.079565132247225	Physical interactions	IREF-INNATEDB
C3	CR2	1.9019022322153067	Physical interactions	IREF-INNATEDB
C3	MASP1	1.3515687102007434	Physical interactions	IREF-INNATEDB
C3	MASP2	1.0460237575665785	Physical interactions	IREF-INNATEDB
C4A	C1S	3.9278692685780734	Physical interactions	IREF-INNATEDB
CASP3	CASP1	0.1864326980715832	Physical interactions	IREF-INNATEDB
CASP3	PSEN1	0.4320308827913134	Physical interactions	IREF-INNATEDB
EP300	CASP1	0.1207976083443172	Physical interactions	IREF-INNATEDB
EP300	CREBBP	0.1222992834177532	Physical interactions	IREF-INNATEDB
MASP1	C2	4.023720891726343	Physical interactions	IREF-INNATEDB
MASP2	C2	3.1140907094468573	Physical interactions	IREF-INNATEDB
MASP2	C4A	4.3283080705638675	Physical interactions	IREF-INNATEDB
PSEN1	CASP1	0.6017291488120129	Physical interactions	IREF-INNATEDB
SERPING1	C1S	2.5165776707038185	Physical interactions	IREF-INNATEDB
A2M	PROS1	0.003228382054469383	Physical interactions	IREF-INTACT
APP	A2M	0.0011516584177541536	Physical interactions	IREF-INTACT
APP	MAPT	0.0019496539086229143	Physical interactions	IREF-INTACT
APP	NGFR	0.00214127293731666	Physical interactions	IREF-INTACT
APP	PRNP	7.601605033334696E-4	Physical interactions	IREF-INTACT
APP	PSEN1	0.0013077869127174	Physical interactions	IREF-INTACT
BDKRB2	KNG1	0.10985279248672217	Physical interactions	IREF-INTACT
C1QA	C1QB	0.028846855943256637	Physical interactions	IREF-INTACT
C1R	C1S	0.09689139737532046	Physical interactions	IREF-INTACT
C3	CD46	0.046552436575139515	Physical interactions	IREF-INTACT
C3	CFH	0.039696805018483695	Physical interactions	IREF-INTACT
CASP3	CALB1	0.015353172142020286	Physical interactions	IREF-INTACT
CDK5	MAPT	0.007341351276624645	Physical interactions	IREF-INTACT
CREBBP	HTT	0.0013941277994273561	Physical interactions	IREF-INTACT
CYCS	HSPB1	0.005412216750580179	Physical interactions	IREF-INTACT
DCTN1	MAPT	0.004095858774819917	Physical interactions	IREF-INTACT
EP300	APEX1	0.0030740492166734202	Physical interactions	IREF-INTACT
EP300	C1R	0.0044363516383634635	Physical interactions	IREF-INTACT
EP300	CFH	0.004354837989806409	Physical interactions	IREF-INTACT
EP300	DAO	0.005105249056008536	Physical interactions	IREF-INTACT
EP300	PLG	0.0026200559160597693	Physical interactions	IREF-INTACT
EP300	SERPINA5	0.005796665841339281	Physical interactions	IREF-INTACT
F2	THBD	0.10506605486192315	Physical interactions	IREF-INTACT
HSPA5	PAWR	0.010786668810280668	Physical interactions	IREF-INTACT
HSPB1	F13A1	0.011318742688017507	Physical interactions	IREF-INTACT
HTT	OPTN	8.153248232841013E-4	Physical interactions	IREF-INTACT
KNG1	BDKRB1	0.10985279248672217	Physical interactions	IREF-INTACT
MAPT	SLC1A2	0.048824979616571874	Physical interactions	IREF-INTACT
NGFR	NGF	0.019645437660674475	Physical interactions	IREF-INTACT
OPTN	TBK1	0.001357136522610477	Physical interactions	IREF-INTACT
OPTN	VWF	0.005109443322558639	Physical interactions	IREF-INTACT
PLAT	SERPINE1	0.06784351592642437	Physical interactions	IREF-INTACT
PLAU	SERPINE1	0.05577901683659367	Physical interactions	IREF-INTACT
PLG	CYFIP2	0.014268029521010103	Physical interactions	IREF-INTACT
PROC	HNRNPDL	0.03254215743530361	Physical interactions	IREF-INTACT
PROS1	CST3	0.04796559123544892	Physical interactions	IREF-INTACT
PSEN1	CDK5	0.004924424033527063	Physical interactions	IREF-INTACT
SERPINA1	SSR1	0.009179285395651108	Physical interactions	IREF-INTACT
SERPINF2	SSR1	0.044527250871138145	Physical interactions	IREF-INTACT
SMN1	A2M	8.88871039844195E-4	Physical interactions	IREF-INTACT
SMN1	FGB	0.004430151956063215	Physical interactions	IREF-INTACT
SMN1	NGFR	0.001652673618938433	Physical interactions	IREF-INTACT
SNCA	HTT	0.0020029838780754434	Physical interactions	IREF-INTACT
SNCA	MAPT	0.006398078167904401	Physical interactions	IREF-INTACT
SQSTM1	PROC	0.006720477336041333	Physical interactions	IREF-INTACT
SQSTM1	SOD1	0.007139139477209126	Physical interactions	IREF-INTACT
TBK1	HSPA5	0.001587017447713661	Physical interactions	IREF-INTACT
TBK1	PROS1	0.0028479971965326405	Physical interactions	IREF-INTACT
UBQLN2	C1QA	0.01419782699655245	Physical interactions	IREF-INTACT
VCP	OPTN	0.001967125795414958	Physical interactions	IREF-INTACT
ZNF512B	DCTN1	0.0019906240364873226	Physical interactions	IREF-INTACT
ZNF512B	VWF	0.004711441458982881	Physical interactions	IREF-INTACT
APP	PSEN1	0.1381030230499802	Physical interactions	IREF-MPPI
SMN1	PFN1	0.7429804290450241	Physical interactions	IREF-MPPI
A2M	HSPA5	0.13844720718172462	Physical interactions	IREF-OPHID
A2M	NGF	0.5138809600308516	Physical interactions	IREF-OPHID
APP	A2M	0.14189812795945134	Physical interactions	IREF-OPHID
APP	F12	0.475195649845936	Physical interactions	IREF-OPHID
APP	F2	0.11853210680206593	Physical interactions	IREF-OPHID
APP	KNG1	0.16552100978251394	Physical interactions	IREF-OPHID
APP	PSEN1	0.11806489878676113	Physical interactions	IREF-OPHID
C1QA	C1QB	0.7831212429526055	Physical interactions	IREF-OPHID
C1QA	C1QC	1.437939061044308	Physical interactions	IREF-OPHID
C1QA	C1R	0.9517485886218046	Physical interactions	IREF-OPHID
C1QA	C1S	1.522255563949069	Physical interactions	IREF-OPHID
C1QA	CR1	0.7677350100463446	Physical interactions	IREF-OPHID
C1QB	C1QC	2.2637963985388527	Physical interactions	IREF-OPHID
C1QB	C1R	1.4983701533703713	Physical interactions	IREF-OPHID
C1R	C1S	2.9125789807167344	Physical interactions	IREF-OPHID
C2	C5	1.7341041863008906	Physical interactions	IREF-OPHID
C3	C2	0.7698243013932732	Physical interactions	IREF-OPHID
C3	C3AR1	1.1443844688209877	Physical interactions	IREF-OPHID
C3	C5	0.35103598827634397	Physical interactions	IREF-OPHID
C3	CD46	0.4394541532039493	Physical interactions	IREF-OPHID
C3	CFB	0.7588725658399478	Physical interactions	IREF-OPHID
C3	CFH	0.3981169718822923	Physical interactions	IREF-OPHID
C3	CFI	1.2560603093266862	Physical interactions	IREF-OPHID
C3	CR1	0.42971381487381577	Physical interactions	IREF-OPHID
C3	CR2	0.3555087392742685	Physical interactions	IREF-OPHID
C4A	C3AR1	4.201014402329296	Physical interactions	IREF-OPHID
C5	C6	2.8736445925590854	Physical interactions	IREF-OPHID
C5	C7	2.152584943927933	Physical interactions	IREF-OPHID
C5	C8B	1.3461305674591144	Physical interactions	IREF-OPHID
C5AR1	C5	2.298974743017286	Physical interactions	IREF-OPHID
C8B	C8A	2.1490011211475206	Physical interactions	IREF-OPHID
C8B	C8G	3.7190808006089315	Physical interactions	IREF-OPHID
C8G	C8A	3.4876515269835053	Physical interactions	IREF-OPHID
C9	C8A	2.990302501296115	Physical interactions	IREF-OPHID
CASP1	MICE	1.0833624324064164	Physical interactions	IREF-OPHID
CASP3	DCTN1	0.19245257750879313	Physical interactions	IREF-OPHID
CASP3	LMNB1	0.18129030381459332	Physical interactions	IREF-OPHID
CASP3	PSEN1	0.12246110274653133	Physical interactions	IREF-OPHID
CD55	CR1	1.292706347269883	Physical interactions	IREF-OPHID
CD59	C8A	1.276514275734104	Physical interactions	IREF-OPHID
CD59	C9	1.8941166076079108	Physical interactions	IREF-OPHID
CDK5	NES	1.3954521398707256	Physical interactions	IREF-OPHID
CFH	CFI	3.2088775326519317	Physical interactions	IREF-OPHID
CNTF	CNTFR	1.663996416324052	Physical interactions	IREF-OPHID
CPB2	THBD	2.7497381427725753	Physical interactions	IREF-OPHID
CR1	C4A	1.5774715683343419	Physical interactions	IREF-OPHID
CR2	CR1	0.980305713670327	Physical interactions	IREF-OPHID
CREBBP	HSF1	0.14707445347859444	Physical interactions	IREF-OPHID
CREBBP	HTT	0.04974749797088374	Physical interactions	IREF-OPHID
CST3	C4A	2.6272425306592737	Physical interactions	IREF-OPHID
DCTN1	TUBA4A	0.38726756403434887	Physical interactions	IREF-OPHID
F10	F3	1.3798371482595182	Physical interactions	IREF-OPHID
F10	F5	1.102753055598181	Physical interactions	IREF-OPHID
F10	F7	0.9756754644981461	Physical interactions	IREF-OPHID
F13A1	F13B	4.56542441182869	Physical interactions	IREF-OPHID
F2	C6	1.2668074530663298	Physical interactions	IREF-OPHID
F2	F11	0.5516124729743341	Physical interactions	IREF-OPHID
F2	F5	0.6314197519544852	Physical interactions	IREF-OPHID
F2	F9	0.7723424278659884	Physical interactions	IREF-OPHID
F2	FGA	0.36126122256029036	Physical interactions	IREF-OPHID
F2	SERPINC1	1.0687268358622584	Physical interactions	IREF-OPHID
F2	SERPIND1	1.4227682314557155	Physical interactions	IREF-OPHID
F2	THBD	0.5078561540385244	Physical interactions	IREF-OPHID
F2R	F2	0.6982656275813917	Physical interactions	IREF-OPHID
F7	F3	2.8722530883988884	Physical interactions	IREF-OPHID
F8	F10	0.5890917598895103	Physical interactions	IREF-OPHID
F8	F9	1.695283891308844	Physical interactions	IREF-OPHID
F8	PROC	0.7108255425542284	Physical interactions	IREF-OPHID
F8	PROS1	1.058936828210867	Physical interactions	IREF-OPHID
F8	VWF	1.2156793419355887	Physical interactions	IREF-OPHID
F9	F7	2.8077915945806704	Physical interactions	IREF-OPHID
FGB	FGA	1.1468614479814703	Physical interactions	IREF-OPHID
FGB	SERPINA5	0.7639181039593905	Physical interactions	IREF-OPHID
FGG	F13A1	1.7209263620766606	Physical interactions	IREF-OPHID
FGG	F13B	2.6655233951994557	Physical interactions	IREF-OPHID
FGG	FGA	0.9237576047997026	Physical interactions	IREF-OPHID
FGG	FGB	1.2474309484268304	Physical interactions	IREF-OPHID
FGG	SERPINA5	0.6153098478490066	Physical interactions	IREF-OPHID
GRIA1	GRIA4	1.2133940443810856	Physical interactions	IREF-OPHID
GRIA1	GRIK2	0.6324872925775689	Physical interactions	IREF-OPHID
HSPA5	F8	0.25384939152921626	Physical interactions	IREF-OPHID
HSPA5	GRIA1	0.23150393660001847	Physical interactions	IREF-OPHID
HSPA5	VWF	0.416811588605629	Physical interactions	IREF-OPHID
HSPB1	F13A1	1.1682943006792792	Physical interactions	IREF-OPHID
HTT	CASP1	0.177788648464481	Physical interactions	IREF-OPHID
HTT	CASP3	0.08194101673795527	Physical interactions	IREF-OPHID
HTT	DCTN1	0.1603203106815886	Physical interactions	IREF-OPHID
HTT	OPTN	0.2975424472674321	Physical interactions	IREF-OPHID
KNG1	F11	0.7702844262835395	Physical interactions	IREF-OPHID
KNG1	F2	0.21458895703000885	Physical interactions	IREF-OPHID
KNG1	KLKB1	1.2715557384232148	Physical interactions	IREF-OPHID
LMNB1	PRPH	1.379879758304643	Physical interactions	IREF-OPHID
MASP1	MASP2	1.8922201426144425	Physical interactions	IREF-OPHID
MASP1	MBL2	1.3446577862277684	Physical interactions	IREF-OPHID
MASP1	SERPING1	1.1394082515212256	Physical interactions	IREF-OPHID
MBL2	MASP2	1.6472310806886374	Physical interactions	IREF-OPHID
NEFH	NEFM	5.270578684570964	Physical interactions	IREF-OPHID
NGFR	NGF	0.7569278942581147	Physical interactions	IREF-OPHID
NGFR	NTRK2	0.5691623422167043	Physical interactions	IREF-OPHID
NOS1	BDKRB2	1.2141044237901075	Physical interactions	IREF-OPHID
NTRK2	BDNF	0.9926878747982025	Physical interactions	IREF-OPHID
PLAT	F10	0.44341345315811925	Physical interactions	IREF-OPHID
PLAT	FGA	0.5968700646343494	Physical interactions	IREF-OPHID
PLAT	PLAU	0.6148677209330243	Physical interactions	IREF-OPHID
PLAT	SERPINE1	0.6107117788004572	Physical interactions	IREF-OPHID
PLAT	SERPING1	0.5937703428442209	Physical interactions	IREF-OPHID
PLAU	SERPINA5	0.5827605431547777	Physical interactions	IREF-OPHID
PLAU	SERPINE1	0.8951808282527569	Physical interactions	IREF-OPHID
PLAUR	KNG1	0.4000926470417349	Physical interactions	IREF-OPHID
PLAUR	PLAU	0.6938673169682712	Physical interactions	IREF-OPHID
PLG	C7	0.8758218764079659	Physical interactions	IREF-OPHID
PLG	CPB2	0.7679251017252673	Physical interactions	IREF-OPHID
PLG	F10	0.2477013502907088	Physical interactions	IREF-OPHID
PLG	F3	0.7291983580412489	Physical interactions	IREF-OPHID
PLG	KNG1	0.1980547967886675	Physical interactions	IREF-OPHID
PLG	NGF	0.39618673683813566	Physical interactions	IREF-OPHID
PLG	PLAU	0.34347979634135356	Physical interactions	IREF-OPHID
PLG	SERPINC1	0.9863810157459815	Physical interactions	IREF-OPHID
PLG	SERPINE1	0.3411582166514121	Physical interactions	IREF-OPHID
PLG	SERPINF2	0.3201444687258016	Physical interactions	IREF-OPHID
PRNP	GFAP	1.035462254783672	Physical interactions	IREF-OPHID
PRNP	PLG	0.5812235288703331	Physical interactions	IREF-OPHID
PROC	F2	0.32383996798269093	Physical interactions	IREF-OPHID
PROC	F5	1.330633357644282	Physical interactions	IREF-OPHID
PROC	PROS1	1.0166646743841306	Physical interactions	IREF-OPHID
PROC	SERPINA5	0.507104468324564	Physical interactions	IREF-OPHID
PROC	THBD	1.0702394288671087	Physical interactions	IREF-OPHID
PROS1	C4BPA	2.1920718635363956	Physical interactions	IREF-OPHID
PROS1	F10	0.8425537974898546	Physical interactions	IREF-OPHID
PROS1	F5	1.982281878737846	Physical interactions	IREF-OPHID
PSEN1	CASP1	0.26570568428302266	Physical interactions	IREF-OPHID
PSEN1	GFAP	0.2516773444789761	Physical interactions	IREF-OPHID
PSEN1	MAPT	0.2841546890746098	Physical interactions	IREF-OPHID
SERPINA5	F11	0.8637757622628365	Physical interactions	IREF-OPHID
SERPINA5	F2	0.24063410862352627	Physical interactions	IREF-OPHID
SERPINA5	FGA	0.5657027245379763	Physical interactions	IREF-OPHID
SERPINA5	THBD	0.7952572833720731	Physical interactions	IREF-OPHID
SERPINE1	THBD	1.221597940800515	Physical interactions	IREF-OPHID
SERPINE2	F2	0.5096046604200775	Physical interactions	IREF-OPHID
SERPINF2	F11	1.2451216111752272	Physical interactions	IREF-OPHID
SERPING1	C1R	1.237146409863662	Physical interactions	IREF-OPHID
SERPING1	C1S	1.9787294729160774	Physical interactions	IREF-OPHID
SERPING1	F2	0.35938507683460946	Physical interactions	IREF-OPHID
SERPING1	MASP2	1.395796581668332	Physical interactions	IREF-OPHID
SNCA	CYCS	0.2149723361412387	Physical interactions	IREF-OPHID
SNCA	MAPT	0.3298832807259605	Physical interactions	IREF-OPHID
SNCA	SQSTM1	0.25334617961570804	Physical interactions	IREF-OPHID
